id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
1479	Ekendil'	Экендиль	41.75518	48.13179	Lezgian	Lezgic	East Caucasian		Lezgian									Ekendil'	lezg1247	#00cc00	#00cc66	31.01.2022
1480	Klichkhan	Кличхан	41.75569	48.42533	Lezgian	Lezgic	East Caucasian		Lezgian									Klichkhan	lezg1247	#00cc00	#00cc66	31.01.2022
1481	Asakent	Асакент	41.75759	48.00748	Lezgian	Lezgic	East Caucasian		Lezgian									Asakent	lezg1247	#00cc00	#00cc66	31.01.2022
1482	Kchun-Kazmalyar	Кчун-Казмаляр	41.76261	48.48966	Lezgian	Lezgic	East Caucasian		Lezgian									Kchun-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1483	Bugdatepe	Бугдатепе	41.76286	48.39293	Lezgian	Lezgic	East Caucasian		Lezgian									Bugdatepe	lezg1247	#00cc00	#00cc66	31.01.2022
1484	Eminkhyur	Эминхюр	41.76332	48.33115	Lezgian	Lezgic	East Caucasian		Lezgian									Eminkhyur	lezg1247	#00cc00	#00cc66	31.01.2022
1485	Zizik	Зизик	41.7692	48.1097	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Zizik	lezg1247	#00cc00	#00cc66	31.01.2022
1486	Kug	Куг	41.7711	47.9647	Lezgian	Lezgic	East Caucasian		Lezgian									Kug	lezg1247	#00cc00	#00cc66	31.01.2022
1487	Novaya Maka	Новая Мака	41.772025	48.359721	Lezgian	Lezgic	East Caucasian		Lezgian									Novaya Maka	lezg1247	#00cc00	#00cc66	31.01.2022
1488	Karchag	Карчаг	41.77369	48.15948	Lezgian	Lezgic	East Caucasian		Lezgian									Karchag	lezg1247	#00cc00	#00cc66	31.01.2022
1489	Oruzhba	Оружба	41.775686	48.432854	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Oruzhba	lezg1247	#00cc00	#00cc66	31.01.2022
1490	Zaza	Заза	41.77734	48.04628	Lezgian	Lezgic	East Caucasian		Lezgian									Zaza	lezg1247	#00cc00	#00cc66	31.01.2022
1491	Chukhverkent	Чухверкент	41.77797	48.37314	Lezgian	Lezgic	East Caucasian		Lezgian									Chukhverkent	lezg1247	#00cc00	#00cc66	31.01.2022
1492	Chakhchakh-Kazmalyar	Чахчах-Казмаляр	41.78651	48.50046	Lezgian	Lezgic	East Caucasian		Lezgian									Chakhchakh-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1493	Yarukvalar	Яруквалар	41.79842	48.41318	Lezgian	Lezgic	East Caucasian		Lezgian									Yarukvalar	lezg1247	#00cc00	#00cc66	31.01.2022
1494	Darkush-Kazmalyar	Даркуш-Казмаляр	41.80608	48.38985	Lezgian	Lezgic	East Caucasian		Lezgian									Darkush-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1495	Khtun-Kazmalyar	Хтун-Казмаляр	41.81114	48.51884	Lezgian	Lezgic	East Caucasian		Lezgian									Khtun-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1496	Tagirkent-Kazmalyar	Тагиркент-Казмаляр	41.814927	48.511106	Lezgian	Lezgic	East Caucasian		Lezgian									Tagirkent-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1497	Kartas-Kazmalyar	Картас-Казмаляр	41.81717	48.39484	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский							Kartas-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1498	Bil'bil'-Kazmalyar	Бильбиль-Казмаляр	41.82188	48.5448	Lezgian	Lezgic	East Caucasian		Lezgian									Bil'bil'-Kazmalyar	lezg1247	#00cc00	#00cc66	31.01.2022
1499	Samur	Самур	41.829176	48.487012	Lezgian	Lezgic	East Caucasian		Lezgian									Samur	lezg1247	#00cc00	#00cc66	31.01.2022
1500	Azadogly	Азадолгы	41.83019	48.44848	Lezgian	Lezgic	East Caucasian		Lezgian									Azadogly	lezg1247	#00cc00	#00cc66	31.01.2022
1501	Kullar	Куллар	41.8364	48.3878	Lezgian	Lezgic	East Caucasian		Lezgian									Kullar	lezg1247	#00cc00	#00cc66	31.01.2022
1502	Kumuk	Кумук	41.839407	48.420118	Lezgian	Lezgic	East Caucasian		Lezgian									Kumuk	lezg1247	#00cc00	#00cc66	31.01.2022
1503	Primorskiy	Приморский	41.845694	48.580097	Lezgian	Lezgic	East Caucasian		Lezgian									Primorskiy	lezg1247	#00cc00	#00cc66	31.01.2022
1504	Novyy Frig	Новый Фриг	41.85306	48.35743	Lezgian	Lezgic	East Caucasian		Lezgian									Novyy Frig	lezg1247	#00cc00	#00cc66	31.01.2022
1505	Nyugdi	Нюгди	41.85872	48.43455	Azerbaijani	Oghuz	Turkic		Azerbaijani									Nyugdi	nort2697	#cccccc	#cccccc	31.01.2022
1506	Belidzhi	Белиджи	41.870833	48.388611	Lezgian	Lezgic	East Caucasian		Lezgian									Belidzhi	lezg1247	#00cc00	#00cc66	31.01.2022
1507	Aglobi	Аглоби	41.90152	48.35017	Lezgian	Lezgic	East Caucasian		Lezgian									Aglobi	lezg1247	#00cc00	#00cc66	31.01.2022
1508	Aladash	Аладаш	41.907149	48.349478	Lezgian	Lezgic	East Caucasian		Lezgian									Aladash	lezg1247	#00cc00	#00cc66	31.01.2022
1509	Mollakent	Моллакент	41.9233	48.3864	Lezgian	Lezgic	East Caucasian		Lezgian									Mollakent	lezg1247	#00cc00	#00cc66	31.01.2022
1510	Avadan	Авадан	41.93376	48.33858	Lezgian	Lezgic	East Caucasian		Lezgian									Avadan	lezg1247	#00cc00	#00cc66	31.01.2022
1511	Arablyar	Арабляр	41.935	48.38306	Lezgian	Lezgic	East Caucasian		Lezgian									Arablyar	lezg1247	#00cc00	#00cc66	31.01.2022
1512	Arablinskoe	Араблинское	41.9675	48.3303	Lezgian	Lezgic	East Caucasian		Lezgian									Arablinskoe	lezg1247	#00cc00	#00cc66	31.01.2022
1513	Vavilovo	Вавилово	41.98331	48.33065	Lezgian	Lezgic	East Caucasian		Lezgian									Vavilovo	lezg1247	#00cc00	#00cc66	31.01.2022
1514	Kurush	Куруш	41.28083	47.83	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Kurush	Курушский					Kurush	lezg1247	#00cc00	#00cc66	31.01.2022
1515	Sary-su	Сары-су	43.839722	46.4325	Nogai	Kipchak	Turkic		Nogai									Sary-su	noga1249	#666666	#666666	31.01.2022
1516	Nizhniy Katrukh	Нижний Катрух	41.742979	47.203482	Azerbaijani	Oghuz	Turkic		Azerbaijani									Nizhniy Katrukh	nort2697	#cccccc	#cccccc	31.01.2022
1517	Rubas	Рубас	41.895476	48.329618	Tabasaran	Lezgic	East Caucasian		Tabasaran									Rubas	taba1259	#339966	#00cc66	31.01.2022
1518	Muzaim	Музаим	41.90837	48.29136	Azerbaijani	Oghuz	Turkic		Azerbaijani									Muzaim	nort2697	#cccccc	#cccccc	31.01.2022
1519	Tsanak	Цанак	41.94266	48.04137	Azerbaijani	Oghuz	Turkic		Azerbaijani									Tsanak	nort2697	#cccccc	#cccccc	31.01.2022
1520	Maraga	Марага	41.9633	48.1208	Azerbaijani	Oghuz	Turkic		Azerbaijani									Maraga	nort2697	#cccccc	#cccccc	31.01.2022
1521	Pendzhi (Penzhik)	Пенджи (Пенжик)	41.966	48.05	Azerbaijani	Oghuz	Turkic		Azerbaijani									Pendzhi (Penzhik)	nort2697	#cccccc	#cccccc	31.01.2022
1522	Yekrag	Йекраг	41.967212	48.044297	Azerbaijani	Oghuz	Turkic		Azerbaijani									Yekrag	nort2697	#cccccc	#cccccc	31.01.2022
1523	Kheli	Хели	41.967458	48.058177	Azerbaijani	Oghuz	Turkic		Azerbaijani									Kheli	nort2697	#cccccc	#cccccc	31.01.2022
1524	Rukel'	Рукель	41.9881	48.2253	Azerbaijani	Oghuz	Turkic		Azerbaijani									Rukel'	nort2697	#cccccc	#cccccc	31.01.2022
1525	Nizhniy Dzhalgan	Нижний Джалган	41.99007	48.31898	Azerbaijani	Oghuz	Turkic		Azerbaijani									Nizhniy Dzhalgan	nort2697	#cccccc	#cccccc	31.01.2022
1526	Khazar	Хазар	41.9944	48.3375	Azerbaijani	Oghuz	Turkic		Azerbaijani									Khazar	nort2697	#cccccc	#cccccc	31.01.2022
1527	Mugarty	Мугарты	41.9947	48.1614	Azerbaijani	Oghuz	Turkic		Azerbaijani									Mugarty	nort2697	#cccccc	#cccccc	31.01.2022
1528	Zil'	Зиль	41.99616	48.03356	Azerbaijani	Oghuz	Turkic		Azerbaijani									Zil'	nort2697	#cccccc	#cccccc	31.01.2022
1529	Mitagi	Митаги	42.01736	48.19083	Azerbaijani	Oghuz	Turkic		Azerbaijani									Mitagi	nort2697	#cccccc	#cccccc	31.01.2022
1530	Yersi	Йерси	42.018844	48.012897	Azerbaijani	Oghuz	Turkic		Azerbaijani									Yersi	nort2697	#cccccc	#cccccc	31.01.2022
1531	Darvag	Дарваг	42.022285	48.065912	Azerbaijani	Oghuz	Turkic		Azerbaijani									Darvag	nort2697	#cccccc	#cccccc	31.01.2022
1532	Dzhalgan	Джалган	42.02454	48.26224	Azerbaijani	Oghuz	Turkic		Azerbaijani									Dzhalgan	nort2697	#cccccc	#cccccc	31.01.2022
1533	Mitagi-Kazmalyar	Митаги-Казмаляр	42.035494	48.204804	Azerbaijani	Oghuz	Turkic		Azerbaijani									Mitagi-Kazmalyar	nort2697	#cccccc	#cccccc	31.01.2022
1534	Zid'yan	Зидьян	42.050776	48.142558	Azerbaijani	Oghuz	Turkic		Azerbaijani									Zid'yan	nort2697	#cccccc	#cccccc	31.01.2022
1535	Sabnova	Сабнова	42.063172	48.254419	Azerbaijani	Oghuz	Turkic		Azerbaijani									Sabnova	nort2697	#cccccc	#cccccc	31.01.2022
1536	Zid'yan-Kazmalyar	Зидьян-Казмаляр	42.07957	48.15655	Azerbaijani	Oghuz	Turkic		Azerbaijani									Zid'yan-Kazmalyar	nort2697	#cccccc	#cccccc	31.01.2022
1537	Bil'gadi	Бильгади	42.08581	48.13462	Azerbaijani	Oghuz	Turkic		Azerbaijani									Bil'gadi	nort2697	#cccccc	#cccccc	31.01.2022
1538	Chinar	Чинар	42.1075	48.1439	Azerbaijani	Oghuz	Turkic		Azerbaijani									Chinar	nort2697	#cccccc	#cccccc	31.01.2022
1539	Kala	Кала	42.1464	48.1634	Azerbaijani	Oghuz	Turkic		Azerbaijani									Kala	nort2697	#cccccc	#cccccc	31.01.2022
1540	Salik	Салик	42.17335	48.08635	Azerbaijani	Oghuz	Turkic		Azerbaijani									Salik	nort2697	#cccccc	#cccccc	31.01.2022
1541	Imeni Michurina	Имени Мичурина	42.17695	48.19867	Azerbaijani	Oghuz	Turkic		Azerbaijani									Imeni Michurina	nort2697	#cccccc	#cccccc	31.01.2022
1542	Yunyy Pakhar'	Юный Пахарь	42.180183	48.160227	Azerbaijani	Oghuz	Turkic		Azerbaijani									Yunyy Pakhar'	nort2697	#cccccc	#cccccc	31.01.2022
1543	Velikent	Великент	42.1875	48.0647	Azerbaijani	Oghuz	Turkic		Azerbaijani									Velikent	nort2697	#cccccc	#cccccc	31.01.2022
1544	Delichoban	Деличобан	42.19877	48.09467	Azerbaijani	Oghuz	Turkic		Azerbaijani									Delichoban	nort2697	#cccccc	#cccccc	31.01.2022
1545	Padar	Падар	42.19939	48.05179	Azerbaijani	Oghuz	Turkic		Azerbaijani									Padar	nort2697	#cccccc	#cccccc	31.01.2022
1546	Tatlyar	Татляр	42.2003	48.0269	Azerbaijani	Oghuz	Turkic		Azerbaijani									Tatlyar	nort2697	#cccccc	#cccccc	31.01.2022
1547	Ulluterkeme	Уллутеркеме	42.21511	48.00644	Azerbaijani	Oghuz	Turkic		Azerbaijani									Ulluterkeme	nort2697	#cccccc	#cccccc	31.01.2022
1548	Berikey	Берикей	42.2228	48.0611	Azerbaijani	Oghuz	Turkic		Azerbaijani									Berikey	nort2697	#cccccc	#cccccc	31.01.2022
1549	Dzhemikent	Джемикент	42.23575	48.04114	Azerbaijani	Oghuz	Turkic		Azerbaijani									Dzhemikent	nort2697	#cccccc	#cccccc	31.01.2022
1550	Segeler	Сегелер	42.26056	48.11556	Azerbaijani	Oghuz	Turkic		Azerbaijani									Segeler	nort2697	#cccccc	#cccccc	31.01.2022
1551	Khnov	Хнов	41.378607	47.443605	Rutul	Lezgic	East Caucasian		Rutul	Западный	Western	Borch-Khnov	Борчинско-хиновский					Khnov	rutu1240	#009900	#00cc66	31.01.2022
1552	Kiche	Киче	41.53146	47.48171	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Mukhad	Мухадский					Kiche	rutu1240	#009900	#00cc66	31.01.2022
1553	Rutul	Рутул	41.5342	47.4269	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Mukhad	Мухадский					Rutul	rutu1240	#009900	#00cc66	31.01.2022
1554	Kufa	Куфа	41.564115	47.376937	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Mukhad	Мухадский					Kufa	rutu1240	#009900	#00cc66	31.01.2022
1555	Khnyukh	Хнюх	41.58289	47.43299	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Mukhad	Мухадский					Khnyukh	rutu1240	#009900	#00cc66	31.01.2022
1556	Amsar	Амсар	41.60348	47.33116	Rutul	Lezgic	East Caucasian		Rutul									Amsar	rutu1240	#009900	#00cc66	31.01.2022
1557	Luchek	Лучек	41.60988	47.307307	Rutul	Lezgic	East Caucasian		Rutul									Luchek	rutu1240	#009900	#00cc66	31.01.2022
1558	Kina	Кина	41.6166	47.2647	Rutul	Lezgic	East Caucasian		Rutul									Kina	rutu1240	#009900	#00cc66	31.01.2022
1559	Shinaz	Шиназ	41.618658	47.375666	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Shinaz	Шиназский					Shinaz	rutu1240	#009900	#00cc66	31.01.2022
1560	Vrush	Вруш	41.646787	47.310094	Rutul	Lezgic	East Caucasian		Rutul									Vrush	rutu1240	#009900	#00cc66	31.01.2022
1561	Dzhilikhur	Джилихур	41.65545	47.26768	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Myukhrek	Мюхрекский					Dzhilikhur	rutu1240	#009900	#00cc66	31.01.2022
1562	Tsudik	Цудик	41.66611	47.28056	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Myukhrek	Мюхрекский					Tsudik	rutu1240	#009900	#00cc66	31.01.2022
1563	Myukhrek	Мюхрек	41.667696	47.280013	Rutul	Lezgic	East Caucasian		Rutul	Восточный	Eastern	Myukhrek	Мюхрекский					Myukhrek	rutu1240	#009900	#00cc66	31.01.2022
1564	Aran	Аран	41.67389	47.24639	Rutul	Lezgic	East Caucasian		Rutul									Aran	rutu1240	#009900	#00cc66	31.01.2022
1565	Ikhrek	Ихрек	41.693931	47.210005	Rutul	Lezgic	East Caucasian		Rutul	Западный	Western	Ikhrek	Ихрекский					Ikhrek	rutu1240	#009900	#00cc66	31.01.2022
1566	Khoredzh	Хоредж	41.74914	47.8667	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Khoredzh	taba1259	#339966	#00cc66	31.01.2022
1567	Khiv	Хив	41.7533	47.9286	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Khiv	taba1259	#339966	#00cc66	31.01.2022
1568	Laka	Лака	41.75705	47.88114	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Laka	taba1259	#339966	#00cc66	31.01.2022
1569	Tsuduk	Цудук	41.78225	47.89671	Tabasaran	Lezgic	East Caucasian		Tabasaran									Tsuduk	taba1259	#339966	#00cc66	31.01.2022
1570	Archug	Арчуг	41.7843	47.86009	Tabasaran	Lezgic	East Caucasian		Tabasaran									Archug	taba1259	#339966	#00cc66	31.01.2022
1571	Yargil'	Яргиль	41.79004	47.95429	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Yargil'	taba1259	#339966	#00cc66	31.01.2022
1572	Kondik	Кондик	41.8028	47.8733	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kondik	taba1259	#339966	#00cc66	31.01.2022
1573	Mezhgyul'	Межгюль	41.8061	48.0075	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Mezhgyul'	taba1259	#339966	#00cc66	31.01.2022
1574	Chere	Чере	41.80685	48.0425	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	Nitrik	Нитрикский					Chere	taba1259	#339966	#00cc66	31.01.2022
1575	Chuvek	Чувек	41.807699	47.901711	Tabasaran	Lezgic	East Caucasian		Tabasaran									Chuvek	taba1259	#339966	#00cc66	31.01.2022
1576	Zil'dik	Зильдик	41.81292	47.98958	Tabasaran	Lezgic	East Caucasian		Tabasaran									Zil'dik	taba1259	#339966	#00cc66	31.01.2022
1577	Ashaga-Yarak	Ашага-Ярак	41.822988	47.952033	Tabasaran	Lezgic	East Caucasian		Tabasaran									Ashaga-Yarak	taba1259	#339966	#00cc66	31.01.2022
1578	Kushtil'	Куштиль	41.8289	47.8894	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Kushtil'	taba1259	#339966	#00cc66	31.01.2022
1579	Yukhari-Yarak	Юхари-Ярак	41.83714	47.94825	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Yukhari-Yarak	taba1259	#339966	#00cc66	31.01.2022
1580	Sirtich	Сиртич	41.8406	48.2347	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	Eteg	Этегский					Sirtich	taba1259	#339966	#00cc66	31.01.2022
1581	Nichras	Ничрас	41.84358	48.01174	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	Nitrik	Нитрикский					Nichras	taba1259	#339966	#00cc66	31.01.2022
1582	Gyukhryag	Гюхряг	41.854055	48.172785	Tabasaran	Lezgic	East Caucasian		Tabasaran									Gyukhryag	taba1259	#339966	#00cc66	31.01.2022
1583	Turag	Тураг	41.8586	47.9744	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский							Turag	taba1259	#339966	#00cc66	31.01.2022
1584	Khursatil'	Хурсатиль	41.862503	47.793991	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Khursatil'	taba1259	#339966	#00cc66	31.01.2022
1585	Furdag	Фурдаг	41.86348	47.86215	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Furdag	taba1259	#339966	#00cc66	31.01.2022
1586	Urga	Урга	41.869933	47.85522	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Urga	taba1259	#339966	#00cc66	31.01.2022
1587	Vertil'	Вертиль	41.87358	47.85893	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский	Sugak	Сугакский					Vertil'	taba1259	#339966	#00cc66	31.01.2022
1588	Kulig	Кулиг	41.874076	47.865347	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kulig	taba1259	#339966	#00cc66	31.01.2022
1589	Garig	Гариг	41.8766	47.88498	Tabasaran	Lezgic	East Caucasian		Tabasaran									Garig	taba1259	#339966	#00cc66	31.01.2022
1590	Atrik	Атрик	41.88042	47.78046	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Atrik	taba1259	#339966	#00cc66	31.01.2022
1591	Lyakhlya	Ляхля	41.88087	47.87761	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский							Lyakhlya	taba1259	#339966	#00cc66	31.01.2022
1592	Chulat	Чулат	41.880921	48.154399	Tabasaran	Lezgic	East Caucasian		Tabasaran									Chulat	taba1259	#339966	#00cc66	31.01.2022
1593	Dzhuli	Джули	41.8822	47.85399	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dzhuli	taba1259	#339966	#00cc66	31.01.2022
1594	Khyuryak	Хюряк	41.88238	48.07289	Tabasaran	Lezgic	East Caucasian		Tabasaran									Khyuryak	taba1259	#339966	#00cc66	31.01.2022
1595	Kuvig	Кувиг	41.88482	47.886538	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kuvig	taba1259	#339966	#00cc66	31.01.2022
1596	Urtil'	Уртиль	41.89153	47.89347	Tabasaran	Lezgic	East Caucasian		Tabasaran									Urtil'	taba1259	#339966	#00cc66	31.01.2022
1597	Sika	Сика	41.89173	47.97821	Tabasaran	Lezgic	East Caucasian		Tabasaran									Sika	taba1259	#339966	#00cc66	31.01.2022
1598	Gumi	Гуми	41.894319	47.868304	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский	Kukhrik	Кухрикский					Gumi	taba1259	#339966	#00cc66	31.01.2022
1599	Burgankent	Бурганкент	41.89939	48.06439	Tabasaran	Lezgic	East Caucasian		Tabasaran									Burgankent	taba1259	#339966	#00cc66	31.01.2022
1600	Afna	Афна	41.902075	47.861413	Tabasaran	Lezgic	East Caucasian		Tabasaran									Afna	taba1259	#339966	#00cc66	31.01.2022
1601	Sikukh	Сикух	41.90457	47.84596	Tabasaran	Lezgic	East Caucasian		Tabasaran									Sikukh	taba1259	#339966	#00cc66	31.01.2022
1602	Khalag	Халаг	41.90551	47.88935	Tabasaran	Lezgic	East Caucasian		Tabasaran									Khalag	taba1259	#339966	#00cc66	31.01.2022
1603	Turuf	Туруф	41.90569	48.00688	Tabasaran	Lezgic	East Caucasian		Tabasaran									Turuf	taba1259	#339966	#00cc66	31.01.2022
1604	Kyuryag	Кюряг	41.907094	47.853636	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kyuryag	taba1259	#339966	#00cc66	31.01.2022
1605	Bukhnag	Бухнаг	41.910587	47.872994	Tabasaran	Lezgic	East Caucasian		Tabasaran									Bukhnag	taba1259	#339966	#00cc66	31.01.2022
1606	Kurkak	Куркак	41.91096	47.971699	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский	Kurkakh	Куркахский					Kurkak	taba1259	#339966	#00cc66	31.01.2022
1607	Tinit	Тинит	41.9131	48.0592	Tabasaran	Lezgic	East Caucasian		Tabasaran									Tinit	taba1259	#339966	#00cc66	31.01.2022
1608	Khanak	Ханак	41.91373	47.86645	Tabasaran	Lezgic	East Caucasian		Tabasaran									Khanak	taba1259	#339966	#00cc66	31.01.2022
1609	Vechrik	Вечрик	41.9171	47.96184	Tabasaran	Lezgic	East Caucasian		Tabasaran									Vechrik	taba1259	#339966	#00cc66	31.01.2022
1610	Guvlig	Гувлиг	41.91824	47.85213	Tabasaran	Lezgic	East Caucasian		Tabasaran									Guvlig	taba1259	#339966	#00cc66	31.01.2022
1611	Tsurtil'	Цуртиль	41.918365	47.932001	Tabasaran	Lezgic	East Caucasian		Tabasaran									Tsurtil'	taba1259	#339966	#00cc66	31.01.2022
1612	Dzhugdil'	Джугдиль	41.919222	47.979531	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dzhugdil'	taba1259	#339966	#00cc66	31.01.2022
1613	Gasikh	Гасих	41.92398	47.8847	Tabasaran	Lezgic	East Caucasian		Tabasaran									Gasikh	taba1259	#339966	#00cc66	31.01.2022
1614	Firgil'	Фиргиль	41.92507	48.02587	Tabasaran	Lezgic	East Caucasian		Tabasaran									Firgil'	taba1259	#339966	#00cc66	31.01.2022
1615	Sertil'	Сертиль	41.92531	47.86522	Tabasaran	Lezgic	East Caucasian		Tabasaran									Sertil'	taba1259	#339966	#00cc66	31.01.2022
1616	Ushnyug	Ушнюг	41.92639	48.00306	Tabasaran	Lezgic	East Caucasian		Tabasaran									Ushnyug	taba1259	#339966	#00cc66	31.01.2022
1617	Kuvag	Куваг	41.926587	47.90245	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kuvag	taba1259	#339966	#00cc66	31.01.2022
1618	Akka (Daghestan)	Акка (Дагестан)	41.92686	47.9297	Tabasaran	Lezgic	East Caucasian		Tabasaran									Akka (Daghestan)	taba1259	#339966	#00cc66	31.01.2022
1619	Dagni	Дагни	41.931594	47.911846	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dagni	taba1259	#339966	#00cc66	31.01.2022
1620	Dyuzler	Дюзлер	41.93583	48.265	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dyuzler	taba1259	#339966	#00cc66	31.01.2022
1621	Kharkhni	Хархни	41.939561	47.880088	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kharkhni	taba1259	#339966	#00cc66	31.01.2022
1622	Tsukhdyg	Цухдыг	41.94056	47.98139	Tabasaran	Lezgic	East Caucasian		Tabasaran									Tsukhdyg	taba1259	#339966	#00cc66	31.01.2022
1623	Gisik	Гисик	41.94475	47.91451	Tabasaran	Lezgic	East Caucasian		Tabasaran									Gisik	taba1259	#339966	#00cc66	31.01.2022
1624	Kharag	Хараг	41.945423	47.825106	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kharag	taba1259	#339966	#00cc66	31.01.2022
1625	Arkit	Аркит	41.947308	48.014025	Tabasaran	Lezgic	East Caucasian		Tabasaran	Northern Tabasaran	Севернотабасаранский	Akhti	Ахтынский					Arkit	taba1259	#339966	#00cc66	31.01.2022
1626	Khuchni	Хучни	41.947717	47.945961	Tabasaran	Lezgic	East Caucasian		Tabasaran									Khuchni	taba1259	#339966	#00cc66	31.01.2022
1627	Shile	Шиле	41.94774	47.82939	Tabasaran	Lezgic	East Caucasian		Tabasaran									Shile	taba1259	#339966	#00cc66	31.01.2022
1628	Urzig	Урзиг	41.94811	47.84992	Tabasaran	Lezgic	East Caucasian		Tabasaran									Urzig	taba1259	#339966	#00cc66	31.01.2022
1629	Lyakhe	Ляхе	41.952293	47.914701	Tabasaran	Lezgic	East Caucasian		Tabasaran									Lyakhe	taba1259	#339966	#00cc66	31.01.2022
1630	Kyurek	Кюрек	41.95258	47.85934	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kyurek	taba1259	#339966	#00cc66	31.01.2022
1631	Churdaf	Чурдаф	41.95272	47.8636	Tabasaran	Lezgic	East Caucasian		Tabasaran									Churdaf	taba1259	#339966	#00cc66	31.01.2022
1632	Dzhul'dzhag	Джульджаг	41.95485	47.88933	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dzhul'dzhag	taba1259	#339966	#00cc66	31.01.2022
1633	Tsantil'	Цантиль	41.95508	47.86271	Tabasaran	Lezgic	East Caucasian		Tabasaran									Tsantil'	taba1259	#339966	#00cc66	31.01.2022
1634	Kuzhnik	Кужник	41.95549	47.82231	Tabasaran	Lezgic	East Caucasian		Tabasaran									Kuzhnik	taba1259	#339966	#00cc66	31.01.2022
1635	Rushul'	Рушуль	41.9567	48.01232	Tabasaran	Lezgic	East Caucasian		Tabasaran									Rushul'	taba1259	#339966	#00cc66	31.01.2022
1636	Uluz	Улуз	41.95721	47.83714	Tabasaran	Lezgic	East Caucasian		Tabasaran									Uluz	taba1259	#339966	#00cc66	31.01.2022
1637	Dzhul'dzhinif	Джульджиниф	41.957235	47.912939	Tabasaran	Lezgic	East Caucasian		Tabasaran									Dzhul'dzhinif	taba1259	#339966	#00cc66	31.01.2022
