id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
1702	Kachalkent	Качалкент	41.66885	48.04288	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kachalkent	lezg1247	#00cc00	#00cc66	2022-03-07
1703	Kasumkent	Касумкент	41.6789	48.1394	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	Gyuney	Гюнейский	NA	NA	NA	NA	Kasumkent	lezg1247	#00cc00	#00cc66	2022-03-07
1704	Ashaga-Stal-Kazmalyar	Ашага-Стал-Казмаляр	41.681705	48.218336	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Ashaga-Stal-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1705	Ichin	Ичин	41.68263	47.99189	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Ichin	lezg1247	#00cc00	#00cc66	2022-03-07
1706	Tsmur	Цмур	41.6842	48.0567	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Tsmur	lezg1247	#00cc00	#00cc66	2022-03-07
1707	Novyy Usur	Новый Усур	41.69639	48.35444	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Novyy Usur	lezg1247	#00cc00	#00cc66	2022-03-07
1708	Tsnal	Цнал	41.69641	47.99767	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Tsnal	lezg1247	#00cc00	#00cc66	2022-03-07
1709	Ashaga-Stal	Ашага-Стал	41.69724	48.19462	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Ashaga-Stal	lezg1247	#00cc00	#00cc66	2022-03-07
1710	Yukhari-Zakhit	Юхари-Захит	41.69779	47.9426	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Yukhari-Zakhit	lezg1247	#00cc00	#00cc66	2022-03-07
1711	Saidkent	Саидкент	41.70213	48.11319	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Saidkent	lezg1247	#00cc00	#00cc66	2022-03-07
1712	Orta-Stal	Орта-Стал	41.70335	48.17075	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Orta-Stal	lezg1247	#00cc00	#00cc66	2022-03-07
1713	Gereykhanovskoe	Герейхановское	41.7047	48.2869	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Gereykhanovskoe	lezg1247	#00cc00	#00cc66	2022-03-07
1714	But-Kazmalyar	Бут-Казмаляр	41.705274	48.396665	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	But-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1715	Yukhari-Stal	Юхари-Стал	41.70734	48.1548	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Yukhari-Stal	lezg1247	#00cc00	#00cc66	2022-03-07
1716	Tslak	Цлак	41.71272	47.93997	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Tslak	lezg1247	#00cc00	#00cc66	2022-03-07
1717	Kurkent	Куркент	41.7133	48.1094	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Kurkent	lezg1247	#00cc00	#00cc66	2022-03-07
1718	Alkadar	Алкадар	41.7163	48.08667	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Alkadar	lezg1247	#00cc00	#00cc66	2022-03-07
1719	Trkal	Тркал	41.716681	47.970481	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Trkal	lezg1247	#00cc00	#00cc66	2022-03-07
1720	Filya	Филя	41.71803	48.46103	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Dokuzpara	Докузпаринский	NA	NA	NA	NA	Filya	lezg1247	#00cc00	#00cc66	2022-03-07
1721	Ashaga-Tsinit	Ашага-Цинит	41.72324	48.00882	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Ashaga-Tsinit	lezg1247	#00cc00	#00cc66	2022-03-07
1722	Khodzha-Kazmalyar	Ходжа-Казмаляр	41.72534	48.438	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Khodzha-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1723	Sardarkent	Сардаркент	41.7255	48.0622	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Sardarkent	lezg1247	#00cc00	#00cc66	2022-03-07
1724	Novyy Aul	Новый Аул	41.731837	48.399957	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Novyy Aul	lezg1247	#00cc00	#00cc66	2022-03-07
1725	Zakhit	Захит	41.732197	48.369784	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Zakhit	lezg1247	#00cc00	#00cc66	2022-03-07
1726	Ashaga-Arkhit	Ашага-Архит	41.734607	47.97302	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Ashaga-Arkhit	lezg1247	#00cc00	#00cc66	2022-03-07
1727	Yukhari-Arkhit	Юхари-Архит	41.7405	47.95878	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Yukhari-Arkhit	lezg1247	#00cc00	#00cc66	2022-03-07
1728	Koshkent	Кошкент	41.7414	48.0386	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Koshkent	lezg1247	#00cc00	#00cc66	2022-03-07
1729	Chilikar	Чиликар	41.74196	48.065	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Chilikar	lezg1247	#00cc00	#00cc66	2022-03-07
1730	Kabir-Kazmalyar	Кабир-Казмаляр	41.7498	48.48848	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Kabir-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1731	Kontsil'	Конциль	41.751813	48.018508	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kontsil'	lezg1247	#00cc00	#00cc66	2022-03-07
1732	Nyutyug	Нютюг	41.75392	48.11773	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Nyutyug	lezg1247	#00cc00	#00cc66	2022-03-07
1733	Ekendil'	Экендиль	41.75518	48.13179	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Ekendil'	lezg1247	#00cc00	#00cc66	2022-03-07
1734	Klichkhan	Кличхан	41.75569	48.42533	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Klichkhan	lezg1247	#00cc00	#00cc66	2022-03-07
1735	Asakent	Асакент	41.75759	48.00748	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Asakent	lezg1247	#00cc00	#00cc66	2022-03-07
1736	Kchun-Kazmalyar	Кчун-Казмаляр	41.76261	48.48966	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kchun-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1737	Bugdatepe	Бугдатепе	41.76286	48.39293	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Bugdatepe	lezg1247	#00cc00	#00cc66	2022-03-07
1738	Eminkhyur	Эминхюр	41.76332	48.33115	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Eminkhyur	lezg1247	#00cc00	#00cc66	2022-03-07
1739	Zizik	Зизик	41.7692	48.1097	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Zizik	lezg1247	#00cc00	#00cc66	2022-03-07
1740	Kug	Куг	41.7711	47.9647	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kug	lezg1247	#00cc00	#00cc66	2022-03-07
1741	Novaya Maka	Новая Мака	41.772025	48.359721	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Novaya Maka	lezg1247	#00cc00	#00cc66	2022-03-07
1742	Karchag	Карчаг	41.77369	48.15948	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Karchag	lezg1247	#00cc00	#00cc66	2022-03-07
1743	Oruzhba	Оружба	41.775686	48.432854	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Oruzhba	lezg1247	#00cc00	#00cc66	2022-03-07
1744	Zaza	Заза	41.77734	48.04628	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Zaza	lezg1247	#00cc00	#00cc66	2022-03-07
1745	Chukhverkent	Чухверкент	41.77797	48.37314	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Chukhverkent	lezg1247	#00cc00	#00cc66	2022-03-07
1746	Chakhchakh-Kazmalyar	Чахчах-Казмаляр	41.78651	48.50046	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Chakhchakh-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1747	Yarukvalar	Яруквалар	41.79842	48.41318	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Yarukvalar	lezg1247	#00cc00	#00cc66	2022-03-07
1748	Darkush-Kazmalyar	Даркуш-Казмаляр	41.80608	48.38985	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Darkush-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1749	Khtun-Kazmalyar	Хтун-Казмаляр	41.81114	48.51884	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Khtun-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1750	Tagirkent-Kazmalyar	Тагиркент-Казмаляр	41.814927	48.511106	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Tagirkent-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1751	Kartas-Kazmalyar	Картас-Казмаляр	41.81717	48.39484	Lezgian	Lezgic	East Caucasian		Lezgian	Kyuri	Кюринский	NA	NA	NA	NA	NA	NA	Kartas-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1752	Bil'bil'-Kazmalyar	Бильбиль-Казмаляр	41.82188	48.5448	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Bil'bil'-Kazmalyar	lezg1247	#00cc00	#00cc66	2022-03-07
1753	Samur	Самур	41.829176	48.487012	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Samur	lezg1247	#00cc00	#00cc66	2022-03-07
1754	Azadogly	Азадолгы	41.83019	48.44848	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Azadogly	lezg1247	#00cc00	#00cc66	2022-03-07
1755	Kullar	Куллар	41.8364	48.3878	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kullar	lezg1247	#00cc00	#00cc66	2022-03-07
1756	Kumuk	Кумук	41.839407	48.420118	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Kumuk	lezg1247	#00cc00	#00cc66	2022-03-07
1757	Primorskiy	Приморский	41.845694	48.580097	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Primorskiy	lezg1247	#00cc00	#00cc66	2022-03-07
1758	Novyy Frig	Новый Фриг	41.85306	48.35743	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Novyy Frig	lezg1247	#00cc00	#00cc66	2022-03-07
1759	Nyugdi	Нюгди	41.85872	48.43455	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Nyugdi	nort2697	#cccccc	#cccccc	2022-03-07
1760	Belidzhi	Белиджи	41.870833	48.388611	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Belidzhi	lezg1247	#00cc00	#00cc66	2022-03-07
1761	Aglobi	Аглоби	41.90152	48.35017	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Aglobi	lezg1247	#00cc00	#00cc66	2022-03-07
1762	Aladash	Аладаш	41.907149	48.349478	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Aladash	lezg1247	#00cc00	#00cc66	2022-03-07
1763	Mollakent	Моллакент	41.9233	48.3864	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Mollakent	lezg1247	#00cc00	#00cc66	2022-03-07
1764	Avadan	Авадан	41.93376	48.33858	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Avadan	lezg1247	#00cc00	#00cc66	2022-03-07
1765	Arablyar	Арабляр	41.935	48.38306	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Arablyar	lezg1247	#00cc00	#00cc66	2022-03-07
1766	Arablinskoe	Араблинское	41.9675	48.3303	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Arablinskoe	lezg1247	#00cc00	#00cc66	2022-03-07
1767	Vavilovo	Вавилово	41.98331	48.33065	Lezgian	Lezgic	East Caucasian		Lezgian	NA	NA	NA	NA	NA	NA	NA	NA	Vavilovo	lezg1247	#00cc00	#00cc66	2022-03-07
1771	Kurush	Куруш	41.28083	47.83	Lezgian	Lezgic	East Caucasian		Lezgian	Samur	Самурский	Kurush	Курушский	NA	NA	NA	NA	Kurush	lezg1247	#00cc00	#00cc66	2022-03-07
1803	Nizhniy Katrukh	Нижний Катрух	41.742979	47.203482	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Nizhniy Katrukh	nort2697	#cccccc	#cccccc	2022-03-07
1804	Rubas	Рубас	41.895476	48.329618	Tabasaran	Lezgic	East Caucasian		Tabasaran	NA	NA	NA	NA	NA	NA	NA	NA	Rubas	taba1259	#339966	#00cc66	2022-03-07
1805	Muzaim	Музаим	41.90837	48.29136	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Muzaim	nort2697	#cccccc	#cccccc	2022-03-07
1806	Tsanak	Цанак	41.94266	48.04137	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Tsanak	nort2697	#cccccc	#cccccc	2022-03-07
1807	Maraga	Марага	41.9633	48.1208	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Maraga	nort2697	#cccccc	#cccccc	2022-03-07
1808	Pendzhi (Penzhik)	Пенджи (Пенжик)	41.966	48.05	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Pendzhi (Penzhik)	nort2697	#cccccc	#cccccc	2022-03-07
1809	Yekrag	Йекраг	41.967212	48.044297	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Yekrag	nort2697	#cccccc	#cccccc	2022-03-07
1810	Kheli	Хели	41.967458	48.058177	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Kheli	nort2697	#cccccc	#cccccc	2022-03-07
1811	Rukel'	Рукель	41.9881	48.2253	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Rukel'	nort2697	#cccccc	#cccccc	2022-03-07
1812	Nizhniy Dzhalgan	Нижний Джалган	41.99007	48.31898	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Nizhniy Dzhalgan	nort2697	#cccccc	#cccccc	2022-03-07
1813	Khazar	Хазар	41.9944	48.3375	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Khazar	nort2697	#cccccc	#cccccc	2022-03-07
1814	Mugarty	Мугарты	41.9947	48.1614	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Mugarty	nort2697	#cccccc	#cccccc	2022-03-07
1815	Zil'	Зиль	41.99616	48.03356	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Zil'	nort2697	#cccccc	#cccccc	2022-03-07
1816	Mitagi	Митаги	42.01736	48.19083	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Mitagi	nort2697	#cccccc	#cccccc	2022-03-07
1817	Yersi	Йерси	42.018844	48.012897	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Yersi	nort2697	#cccccc	#cccccc	2022-03-07
1818	Darvag	Дарваг	42.022285	48.065912	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Darvag	nort2697	#cccccc	#cccccc	2022-03-07
1819	Dzhalgan	Джалган	42.02454	48.26224	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Dzhalgan	nort2697	#cccccc	#cccccc	2022-03-07
1820	Mitagi-Kazmalyar	Митаги-Казмаляр	42.035494	48.204804	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Mitagi-Kazmalyar	nort2697	#cccccc	#cccccc	2022-03-07
1821	Zid'yan	Зидьян	42.050776	48.142558	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Zid'yan	nort2697	#cccccc	#cccccc	2022-03-07
1822	Sabnova	Сабнова	42.063172	48.254419	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Sabnova	nort2697	#cccccc	#cccccc	2022-03-07
1823	Zid'yan-Kazmalyar	Зидьян-Казмаляр	42.07957	48.15655	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Zid'yan-Kazmalyar	nort2697	#cccccc	#cccccc	2022-03-07
1824	Bil'gadi	Бильгади	42.08581	48.13462	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Bil'gadi	nort2697	#cccccc	#cccccc	2022-03-07
1825	Chinar	Чинар	42.1075	48.1439	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Chinar	nort2697	#cccccc	#cccccc	2022-03-07
1826	Kala	Кала	42.1464	48.1634	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Kala	nort2697	#cccccc	#cccccc	2022-03-07
1827	Salik	Салик	42.17335	48.08635	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Salik	nort2697	#cccccc	#cccccc	2022-03-07
1828	Imeni Michurina	Имени Мичурина	42.17695	48.19867	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Imeni Michurina	nort2697	#cccccc	#cccccc	2022-03-07
1829	Yunyy Pakhar'	Юный Пахарь	42.180183	48.160227	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Yunyy Pakhar'	nort2697	#cccccc	#cccccc	2022-03-07
1830	Velikent	Великент	42.1875	48.0647	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Velikent	nort2697	#cccccc	#cccccc	2022-03-07
1831	Delichoban	Деличобан	42.19877	48.09467	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Delichoban	nort2697	#cccccc	#cccccc	2022-03-07
1832	Padar	Падар	42.19939	48.05179	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Padar	nort2697	#cccccc	#cccccc	2022-03-07
1833	Tatlyar	Татляр	42.2003	48.0269	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Tatlyar	nort2697	#cccccc	#cccccc	2022-03-07
1834	Ulluterkeme	Уллутеркеме	42.21511	48.00644	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Ulluterkeme	nort2697	#cccccc	#cccccc	2022-03-07
1835	Berikey	Берикей	42.2228	48.0611	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Berikey	nort2697	#cccccc	#cccccc	2022-03-07
1836	Dzhemikent	Джемикент	42.23575	48.04114	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Dzhemikent	nort2697	#cccccc	#cccccc	2022-03-07
1837	Segeler	Сегелер	42.26056	48.11556	Azerbaijani	Oghuz	Turkic		Azerbaijani	NA	NA	NA	NA	NA	NA	NA	NA	Segeler	nort2697	#cccccc	#cccccc	2022-03-07
1840	Khnov	Хнов	41.378607	47.443605	Rutul	Lezgic	East Caucasian		Rutul	Western	Западный	Borch-Khnov	Борчинско-хиновский	NA	NA	NA	NA	Khnov	rutu1240	#009900	#00cc66	2022-03-07
1841	Kiche	Киче	41.53146	47.48171	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Mukhad	Мухадский	NA	NA	NA	NA	Kiche	rutu1240	#009900	#00cc66	2022-03-07
1842	Rutul	Рутул	41.5342	47.4269	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Mukhad	Мухадский	NA	NA	NA	NA	Rutul	rutu1240	#009900	#00cc66	2022-03-07
1843	Kufa	Куфа	41.564115	47.376937	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Mukhad	Мухадский	NA	NA	NA	NA	Kufa	rutu1240	#009900	#00cc66	2022-03-07
1844	Khnyukh	Хнюх	41.58289	47.43299	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Mukhad	Мухадский	NA	NA	NA	NA	Khnyukh	rutu1240	#009900	#00cc66	2022-03-07
1845	Amsar	Амсар	41.60348	47.33116	Rutul	Lezgic	East Caucasian		Rutul	NA	NA	NA	NA	NA	NA	NA	NA	Amsar	rutu1240	#009900	#00cc66	2022-03-07
1846	Luchek	Лучек	41.60988	47.307307	Rutul	Lezgic	East Caucasian		Rutul	NA	NA	NA	NA	NA	NA	NA	NA	Luchek	rutu1240	#009900	#00cc66	2022-03-07
1847	Kina	Кина	41.6166	47.2647	Rutul	Lezgic	East Caucasian		Rutul	NA	NA	NA	NA	NA	NA	NA	NA	Kina	rutu1240	#009900	#00cc66	2022-03-07
1848	Shinaz	Шиназ	41.618658	47.375666	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Shinaz	Шиназский	NA	NA	NA	NA	Shinaz	rutu1240	#009900	#00cc66	2022-03-07
1849	Vrush	Вруш	41.646787	47.310094	Rutul	Lezgic	East Caucasian		Rutul	NA	NA	NA	NA	NA	NA	NA	NA	Vrush	rutu1240	#009900	#00cc66	2022-03-07
1850	Dzhilikhur	Джилихур	41.65545	47.26768	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Myukhrek	Мюхрекский	NA	NA	NA	NA	Dzhilikhur	rutu1240	#009900	#00cc66	2022-03-07
1851	Tsudik	Цудик	41.66611	47.28056	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Myukhrek	Мюхрекский	NA	NA	NA	NA	Tsudik	rutu1240	#009900	#00cc66	2022-03-07
1852	Myukhrek	Мюхрек	41.667696	47.280013	Rutul	Lezgic	East Caucasian		Rutul	Eastern	Восточный	Myukhrek	Мюхрекский	NA	NA	NA	NA	Myukhrek	rutu1240	#009900	#00cc66	2022-03-07
1853	Aran	Аран	41.67389	47.24639	Rutul	Lezgic	East Caucasian		Rutul	NA	NA	NA	NA	NA	NA	NA	NA	Aran	rutu1240	#009900	#00cc66	2022-03-07
1854	Ikhrek	Ихрек	41.693931	47.210005	Rutul	Lezgic	East Caucasian		Rutul	Western	Западный	Ikhrek	Ихрекский	NA	NA	NA	NA	Ikhrek	rutu1240	#009900	#00cc66	2022-03-07
1857	Khoredzh	Хоредж	41.74914	47.8667	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	NA	NA	NA	NA	NA	NA	Khoredzh	taba1259	#339966	#00cc66	2022-03-07
1858	Khiv	Хив	41.7533	47.9286	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	NA	NA	NA	NA	NA	NA	Khiv	taba1259	#339966	#00cc66	2022-03-07
1859	Laka	Лака	41.75705	47.88114	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	NA	NA	NA	NA	NA	NA	Laka	taba1259	#339966	#00cc66	2022-03-07
1860	Tsuduk	Цудук	41.78225	47.89671	Tabasaran	Lezgic	East Caucasian		Tabasaran	NA	NA	NA	NA	NA	NA	NA	NA	Tsuduk	taba1259	#339966	#00cc66	2022-03-07
1861	Archug	Арчуг	41.7843	47.86009	Tabasaran	Lezgic	East Caucasian		Tabasaran	NA	NA	NA	NA	NA	NA	NA	NA	Archug	taba1259	#339966	#00cc66	2022-03-07
1862	Yargil'	Яргиль	41.79004	47.95429	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	NA	NA	NA	NA	NA	NA	Yargil'	taba1259	#339966	#00cc66	2022-03-07
1863	Kondik	Кондик	41.8028	47.8733	Tabasaran	Lezgic	East Caucasian		Tabasaran	NA	NA	NA	NA	NA	NA	NA	NA	Kondik	taba1259	#339966	#00cc66	2022-03-07
1864	Mezhgyul'	Межгюль	41.8061	48.0075	Tabasaran	Lezgic	East Caucasian		Tabasaran	Southern Tabasaran	Южнотабасаранский	NA	NA	NA	NA	NA	NA	Mezhgyul'	taba1259	#339966	#00cc66	2022-03-07
