koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments
1931,Ebdalaya,Эбдалая,Dargwa,сев.,Dargwa,,TRUE,Эбдал-Ая,Эбдал-Ая,Эбдал-Ая,Эбдалая,612,589,534,816,42.3683,47.3433,Daghestan,,1392.82189941406,
155,Ebuta,Эбута,Avar,,Avar,,TRUE,Эбота (Эбута),Эбота (Эбута),Эбута,Эбута,97,108,130,170,42.59275,46.66626,Daghestan,,1941.396484375,
299,,Эгдада,Chamalal,,,,,,,Ихдата,Эгдада,,,95,202,,,,,,
1119,Egeda,Эгеда,Avar,,Avar,,TRUE,,,Эчеда,Эгеда,,,33,59,42.409124,46.844276,Daghestan,,1279.03149414062,
3077,Ekendil',Экендиль,Lezgian,,Lezgian,,TRUE,Экендил (Екен),"Экендил (Екен, Дере-К-)",Экендиль,Экендиль,183,166,179,473,41.75518,48.13179,Daghestan,,376.446441650391,
3417,,Экентильский Казмаляр,Tabasaran,,,,,,,Экентильский Казмаляр,,,,123,,,,,,,
917,Ekibulak,Экибулак,Kumyk,,Kumyk,,TRUE,,,Эки-Булак,Экибулак,,,130,111,43.04196,47.07152,Daghestan,,268.952178955078,
1449,Elakatmakhi,Элакатмахи,Dargwa,сев.,Dargwa,,TRUE,,Элакатъ,Элакат-Махи,Элакатмахи,,298,323,74,42.454026,47.398334,Daghestan,,1281.74145507813,
531,,Элла,Tindi,,,,,,,Элла,,,,41,,,,,,,
4781,El'bok,Эльбок,Tsez,цезский,Tsez,,TRUE,"Эльбоко (Ильбоко, Альмук)",Эльбохъ (Ильбокъ),Эльбок,Эльбок,102,106,74,204,42.183907,45.906506,Daghestan,,1931.8271484375,
533,,Эмимигич,Tindi,,,,,,,Эмимигич,,,,53,,,,,,,
1117,Enseruda,Энсеруда,Avar,,Avar,,TRUE,,,Энесорада,Энсеруда,,,18,37,42.40611,46.85278,Daghestan,,1360.55480957031,
903,Erpeli,Эрпели,Kumyk,,Kumyk,,TRUE,Эрцели (Ерцели),Эрпели (Ерпели),Эрпели,Эрпели,2548,2929,2397,3415,42.806119,46.973557,Daghestan,,798.257934570313,
4783,Echeda,Эчеда,Tindi,,Tindi,,TRUE,"Эчеда (Ечедитль, Ичади)",Эчеда (Ичады),Эчеда,Эчеда,220,227,202,1120,42.43436,45.992398,Daghestan,,1355.37219238281,
699,,Югары-Котан,Kumyk,,,,,,,Югары-Котан,,,,14,,,,,,,
1533,,Юнус-Омар-Гаджи,Dargwa,сев.,,,,,,Юнус-Омар-Гаджи,,,,12,,,,,,,
8060,,Юный Пахарь,,,,,,,,,Юный Пахарь,,,,479,,,,,,
2319,Yurgulig,Юргулиг,Tabasaran,,Tabasaran,,TRUE,Ергюлиг (Юргилиг),"Ерюлиг (Ергулик, Юргилиг, Юргилиф)",Юргулих,Юргулиг,93,101,91,296,41.962775,47.896658,Daghestan,,939.118225097656,
3009,Yukhari-Arkhit,Юхари-Архит,Lezgian,,Lezgian,,TRUE,Юхари-Архит (Вини-Ерахт),"Юхари-Аркит (Вини-Ерахт, Верхний Аркит",Юхари-Архит,Юхари-Архит,323,295,280,419,41.7405,47.95878,Daghestan,,890.739624023438,
3069,Yukhari-Zakhit,Юхари-Захит,Lezgian,,Lezgian,,TRUE,Захит-наби (Вини-Захит),Захит-Наби (Вини-Захит),Юхари-Закит,Юхари-Захит,372,370,325,0,41.69779,47.9426,Daghestan,,1153.78369140625,
3205,Yukhari-Stal,Юхари-Стал,Lezgian,,Lezgian,,TRUE,Юхари-Сталь (Вини-Сталь),"Юхари-Стал (Вини-Стал, Верхний Стал, Килик-Гялан-Кюр)",Юхари-Сталь,Юхари-Стал,574,517,710,1709,41.70734,48.1548,Daghestan,,592.748046875,
3015,Yukhari-Yarak,Юхари-Ярак,Tabasaran,,Tabasaran,,TRUE,Ярак верхний (Заан-Ярак),"Ярак Верхний (Ярку Верхн., Заан-Ярак)",Юхари-Ярак,Юхари-Ярак,269,264,359,351,41.83714,47.94825,Daghestan,,1408.49060058594,
2997,Yukhari-Kartas,Юхарикартас,Lezgian,,Lezgian,,TRUE,Юхари-Картас (Вини-Картас),"Юхари-Картас (Вини-Картас, Верхний-Картас)",Юхари-Картас,Юхарикартас,649,646,511,281,41.62364,48.10125,Daghestan,,884.193115234375,
2183,Yagdyg,Ягдыг,Tabasaran,,Tabasaran,,TRUE,Ягдыг,Ягдыг (Ягдах),Ягдых,Ягдыг,338,360,354,990,41.980115,47.970578,Daghestan,,541.2998046875,
4099,Yalak,Ялак,Lezgian,,Lezgian,,TRUE,Ялак (Ялах),"Ялак (Ялах, Елик)",Ялах,Ялак,911,878,704,593,41.532245,47.605391,Daghestan,,1686.08679199219,
4101,,Ялджух,Lezgian,,,,,"Ялджиг (Ялджих, Ялцуг)","Ялджиг (Ялджих, Ялцуг)",Ялджуг,,1229,1209,393,,,,,,,
3445,,Ялцугар,Lezgian,,,,,Ялцугар,Ялцугар,Ялцугар,,245,266,316,,,,,,,
2437,Yangikent,Янгикент,Kumyk,,Kumyk,,TRUE,Янги-кент,Янги Кент,Янги-Кент,Янгикент,1620,1612,835,1247,42.2042,47.8292,Daghestan,,308.715454101563,
1383,,Янцарамахи,Dargwa,сев.,,,,,,Янцара-Махи,,,,77,,,,,,,
3309,,Яраг,Tabasaran,,,,,Яраг,Яраг (Ярхулу),Яраг,Яраг,92,89,103,0,,,,,,
3187,,Яраг-Казмаляр,Lezgian,,,,,,,Яраг-Казмаляр,Яраг-Казмаляр,,,390,2980,,,,,,
3147,Yargil',Яргиль,Tabasaran,,Tabasaran,,TRUE,Яргиль,Яргил (Куг),Яргил,Яргиль,477,463,470,38,41.79004,47.95429,Daghestan,,1147.86315917969,
3059,Yarkug,Яркуг,Aghul,агульский собственно,Aghul,,TRUE,Яркуг (Яркёг),Яркуг (Яркег),Яркуг,Яркуг,134,222,273,339,41.79814,47.68435,Daghestan,,1696.74658203125,
3215,Yarukvalar,Яруквалар,Lezgian,,Lezgian,,TRUE,,,Яру-Колар,Яруквалар,,,1387,436,41.79842,48.41318,Daghestan,,110.90608215332,
8010,Tsiyab-Tsoloda (Gerzel'-Kutan),Цияб-Цолода,,,Avar,,,,,,Цияб-Цолода,,,,1989,43.251968,46.413657,Daghestan,,128.630020141602,
8011,Khkem,Хкем,,,Lezgian,,,,,,Хкем,,,,406,41.4723,47.76363,Daghestan,,1033.65808105469,
8012,Novyy Usur,Новый Усур,,,Lezgian,,,,,,Новый Усур,,,,911,41.69639,48.35444,Daghestan,,263.349548339844,
8014,Chubutla,Чубутла,,,Avar,,,,,,Чубутла,,,,234,44.112498,46.374184,Daghestan,,-15,
8019,Novoe Kheleturi,Новое Хелетури,,,Avar,,,,,,Новое Хелетури,,,,648,43.47958,46.784633,Daghestan,,-0.060184177011252,
8023,Buglen,Буглен,,,Kumyk,,,,,,Буглен,,,,1999,42.7553,47.1989,Daghestan,,521.49658203125,явно одно и то же село
8023,,Буглен,,,,,,,,,Буглен,,,,1999,,,,,,явно одно и то же село
8024,Chirkey,Чиркей,,,Avar,,,,,,Чиркей,,,,8676,42.9633,46.9767,Daghestan,,383.681274414062,
8025,,Арыхкент,,,,,,,,,Арыхкент,,,,636,,,,,,
8026,Chabanmakhi,Чабанмахи,,,Dargwa,,,,,,Чабанмахи,,,,1083,42.63784,47.25923,Daghestan,,1020.04064941406,
8027,Gergentala,Гергентала,,,Avar,,,,,,Гергентала,,,,25,42.73225,47.05913,Daghestan,,958.763305664063,
8028,Chankurbe,Чанкурбе,,,Dargwa,,,,,,Чанкурбе,,,,1210,42.630465,47.300216,Daghestan,,882.737670898437,
8029,Kurmi,Курми,,,Avar,,,,,,Курми,,,,1509,42.46639,47.04222,Daghestan,,783.503234863281,
8030,Novo-Argvani,Новое Аргвани,,,Avar,,,,,,Новое Аргвани,,,,1466,42.78174,46.60445,Daghestan,,1043.62451171875,"в википедии Новое Аргвани, на картах Ново-Аргвани"
8031,,Нанибика,,,,,,,,,Нанибика,,,,494,,,,,,
8032,Tantari,Тантари,,,Avar,,,,,,Тантари,,,,347,42.76371,46.64888,Daghestan,,461.051879882813,
8033,Narysh,Нарыш,,,Avar,,,,,,Нарыш,,,,451,43.52692,46.69469,Daghestan,,1.71849751472473,
8034,Tsiyab-Tsilitli (Novo-Tsilitli),Цияб-Цилитли,,,Avar,,,,,,Цияб-Цилитли,,,,1052,43.48694,46.67833,Daghestan,,7,
8035,,Нижний Кегер,,,,,,,,,Нижний Кегер,,,,211,,,,,,
8036,,Ала,,,,,,,,,Ала,,,,141,,,,,,
8037,,Амуариб,,,,,,,,,Амуариб,,,,34,,,,,,
8038,,Асхабиль-Кули,,,,,,,,,Асхабиль-Кули,,,,8,,,,,,
8039,Malyy Urala,Малый Урала,,,Avar,,,,,,Малый Урала,,,,57,42.42216,46.80506,Daghestan,,1288.94055175781,
8040,Godoberi,Годобери,,,Godoberi,,,,,,Годобери,,,,6,42.6258,46.1189,Daghestan,,1438.76196289063,Ботлихский район
8040,,Годобери,,,,,,,,,Годобери,,,,6,,,,,,Гунибский район
8041,,Гарбилазда,,,,,,,,,Гарбилазда,,,,17,,,,,,
8042,,Зазилькала,,,,,,,,,Зазилькала,,,,36,,,,,,
8043,,Мачада,,,,,,,,,Мачада,,,,13,,,,,,Гунибский район
8043,Machada,Мачада,,,Avar,,,,,,Мачада,,,,13,42.37839,46.53725,Daghestan,,1676.37048339844,Шамильский район
8044,Obonub,Обонуб,,,Avar,,,,,,Обонуб,,,,45,42.40556,46.83972,Daghestan,,1356.87255859375,
8045,,Урала,,,,,,,,,Урала,,,,63,,,,,,
8046,,Умайласулазда,,,,,,,,,Умайласулазда,,,,17,,,,,,
8047,,Хенда,,,,,,,,,Хенда,,,,41,,,,,,
8048,Tsamla,Цамла,,,Avar,,,,,,Цамла,,,,18,42.420013,46.841042,Daghestan,,1232.76000976563,
8049,Chonob,Чоноб,,,Avar,,,,,,Чоноб,,,,28,42.407667,46.853808,Daghestan,,1374.32409667969,
8050,,Мадала,,,,,,,,,Мадала,,,,0,,,,,,
8051,,Коммуна,,,,,,,,,Коммуна,,,,736,,,,,,Гунибский район
8051,,Коммуна,,,,,,,,,Коммуна,,,,736,,,,,,Дербентский район
8052,Morskoe,Морское,,,Dargwa,,,,,,Морское,,,,1187,42.23978,48.1414,Daghestan,,-14.9959859848023,
8053,Dirbakmakhi,Дирбакмахи,,,Dargwa,,,,,,Дирбакмахи,,,,238,41.914,47.4928,Daghestan,,1767.822265625,
8054,Shalasi,Шаласи,,,Dargwa,,,,,,Шаласи,,,,634,42.36514,47.91961,Daghestan,,106.130760192871,
8055,Novyy Urkarakh,Новый Уркарах,,,Dargwa,,,,,,Новый Уркарах,,,,1099,42.12361,48.21917,Daghestan,,14.0465564727783,
8068,Novoe Karakyure,Новое Каракюре,,,Lezgian,,,,,,Новое Каракюре,,,,848,41.439123,47.948062,Daghestan,,849.359252929687,
8069,Demirar,Демирар,,,Lezgian,,,,,,Демирар,,,,101,41.400895,47.908161,Daghestan,,991.239196777344,
8070,Kerimkhanar,Керимханар,,,Lezgian,,,,,,Керимханар,,,,102,41.38344,47.90279,Daghestan,,1109.4736328125,
8071,,Кавалар,,,,,,,,,Кавалар,,,,126,,,,,,
8072,,Чувалар,,,,,,,,,Чувалар,,,,96,,,,,,
8073,Esetar,Эсетар,,,Lezgian,,,,,,Эсетар,,,,51,41.38995,47.91008,Daghestan,,1066.6923828125,
8074,Gandurar,Гандурар,,,Lezgian,,,,,,Гандурар,,,,37,41.38569,47.90811,Daghestan,,1095.01940917969,
8075,Dubki,Дубки,,,Avar,,,,,,Дубки,,,,5202,43.02116,46.83746,Daghestan,,849.095031738281,
8076,Dylym,Дылым,,,Avar,,,,,,Дылым,,,,8600,43.0703,46.6386,Daghestan,,680.548889160156,
8077,,Алмак,,,,,,,,,Алмак,,,,1981,,,,,,
8078,Burtunay,Буртунай,,,Avar,,,,,,Буртунай,,,,4033,42.992004,46.630332,Daghestan,,1104.01916503906,
8079,Gertma,Гертма,,,Avar,,,,,,Гертма,,,,1559,42.996711,46.74415,Daghestan,,1202.94104003906,
8080,Gostala,Гостала,,,Avar,,,,,,Гостала,,,,519,43.07334,46.6925,Daghestan,,477.104309082031,
8081,Guni,Гуни,,,Avar,,,,,,Гуни,,,,3101,43.0311,46.6992,Daghestan,,1013.93023681641,43.0311 46.6992 Avar
8081,Guni,Гуни,,,Chechen,,,,,,Гуни,,,,3101,43.056667,46.106111,Chechnya,,653.87841796875,43.0311 46.6992 Avar
8082,Inchkha,Инчха,,,Avar,,,,,,Инчха,,,,2080,43.0964,46.7675,Daghestan,,245.896865844727,
8083,,Калининаул,,,,,,,,,Калининаул,,,,4532,,,,,,
8083,,Калининаул,,,,,,,,,Калининаул,,,,4532,,,,,,
8084,,Ленинаул,,,,,,,,,Ленинаул,,,,8338,,,,,,
8085,Artlukh,Артлух,,,Avar,,,,,,Артлух,,,,362,42.8631,46.6683,Daghestan,,2046.63842773438,
8086,,Ахсу,,,,,,,,,Ахсу,,,,63,,,,,,
8087,Imanaliroso,Иманалиросо,,,Avar,,,,,,Иманалиросо,,,,308,42.91429,46.76761,Daghestan,,1260.76501464844,
8088,,Ахтачикан,,,,,,,,,Ахтачикан,,,,262,,,,,,
8089,Khubar,Хубар,,,Avar,,,,,,Хубар,,,,1305,43.0514,46.7547,Daghestan,,923.162048339844,
8090,Ikha,Иха,,,Avar,,,,,,Иха,,,,462,42.256944,45.820075,Daghestan,,1752.49572753906,Казбековский район
8090,,Иха,,,,,,,,,Иха,,,,462,,,,,,Цунтинский район
8092,,Родниковый,,,,,,,,,Родниковый,,,,756,,,,,,
8093,Novaya Barsha,Новая Барша,,,Dargwa,,,,,,Новая Барша,,,,156,42.18284,47.836,Daghestan,,295.945129394531,
8094,Gerga,Герга,,,Dargwa,,,,,,Герга,,,,3913,42.3497,47.9628,Daghestan,,33.2208709716797,
8096,,Первомайское,,,,,,,,,Первомайское,,,,8925,,,,,,
8097,,Кулкам,,,,,,,,,Кулкам,,,,266,,,,,,
8098,Novye Vikri,Новые Викри,,,Dargwa,,,,,,Новые Викри,,,,3338,42.30054,47.99382,Daghestan,,27.3735675811768,
8099,,Инчхе,,,,,,,,,Инчхе,,,,195,,,,,,
8100,Sagasi-Deybuk,Сагаси-Дейбук,,,Dargwa,,,,,,Сагаси-Дейбук,,,,1989,42.50982,47.84293,Daghestan,,141.869277954102,
8102,Kirovaul,Кироваул,,,Avar,,,,,,Кироваул,,,,2175,43.2361,46.8469,Daghestan,,34,
8104,Miatli,Миатли,,,Avar,,,,,,Миатли,,,,4022,43.08173,46.8286,Daghestan,,152.620483398438,
8105,Novyy Chirkey,Новый Чиркей,,,Avar,,,,,,Новый Чиркей,,,,5925,43.1617,47.0567,Daghestan,,19.2184181213379,
8106,Zubutli-Miatli (TsIobok'-Miyak'o),Зубутли-Миатли,,,Avar,,,,,,Зубутли-Миатли,,,,4530,43.1978,46.8122,Daghestan,,56.9261131286621,
8107,Novye Gadari,Новое Гадари,,,Avar,,,,,,Новое Гадари,,,,797,43.19425,46.76904,Daghestan,,105.990936279297,в википедии и на картах Новое Гадари
8108,Matseevka,Мацеевка,,,Chamalal,,,,,,Мацеевка,,,,458,43.27151,46.98244,Daghestan,,-5.84149312973022,
8110,,Аладаш,,,,,,,,,Аладаш,,,,1053,,,,,,
8111,Kumuk,Кумук,,,Lezgian,,,,,,Кумук,,,,1170,41.839407,48.420118,Daghestan,,42.0872802734375,
8112,Bugdatepe,Бугдатепе,,,Lezgian,,,,,,Бугдатепе,,,,801,41.76286,48.39293,Daghestan,,172.201995849609,
8113,Arablyar,Арабляр,,,Lezgian,,,,,,Арабляр,,,,515,41.935,48.38306,Daghestan,,-19.3770771026611,
8114,Artsalu,Арцалу,,,Lak,,,,,,Арцалу,,,,115,43.375,47.20861,Daghestan,,-18.3012790679932,
8115,Sangar (kutan),Сангар,,,Lak,,,,,,Сангар,,,,203,43.59215,47.1715,Daghestan,,-17.5239105224609,
8116,Arussi (kutan),Арусси,,,Lak,,,,,,Арусси,,,,182,43.53997,47.23676,Daghestan,,-21,
8117,,Турзин,,,,,,,,,Турзин,,,,415,,,,,,
8118,,Лугувалу,,,,,,,,,Лугувалу,,,,35,,,,,,
8119,Dilchu (kutan),Дилчу,,,Lak,,,,,,Дилчу,,,,0,43.118718,47.464063,Daghestan,,-26.2636528015137,
8120,Kharazma (kutan),Харазма,,,Lak,,,,,,Харазма,,,,122,43.5442,47.14727,Daghestan,,-18,
8121,Balasma (kutan),Баласма,,,Lak,,,,,,Баласма,,,,323,43.59744,47.15083,Daghestan,,-16.3931274414063,
8122,Shikhshaka,Шихшака,,,Dargwa,,,,,,Шихшака,,,,69,42.42555,47.47243,Daghestan,,1195.47595214844,
8123,Chagni,Чагни,,,Dargwa,,,,,,Чагни,,,,30,42.37289,47.21879,Daghestan,,1498.02722167969,
8124,Kardmakhi,Кардмахи,,,Dargwa,,,,,,Кардмахи,,,,0,42.37842,47.46472,Daghestan,,1462.27380371094,
8126,,Зеленоморск,,,,,,,,,Зеленоморск,,,,1005,,,,,,
8127,Dzhanga,Джанга,,,Dargwa,,,,,,Джанга,,,,1204,42.517038,47.76486,Daghestan,,220.266662597656,
8128,Siragi,Сираги,,,Dargwa,,,,,,Сираги,,,,602,42.06667,47.56667,Daghestan,,1523.48779296875,
8129,,Ленинкент,,,,,,,,,Ленинкент,,,,1100,,,,,,"пгт, городской округ Махачкала"
8129,,Ленинкент,,,,,,,,,Ленинкент,,,,1100,,,,,,"село, Карабудахкентский район"
8130,Tyube,Тюбе,,,Avar,,,,,,Тюбе,,,,5849,43.051429,47.286806,Daghestan,,38.8758010864258,
8131,Korkmaskala,Коркмаскала,,,Kumyk,,,,,,Коркмаскала,,,,7723,43.0225,47.2883,Daghestan,,62.4215812683106,
8132,,Гапцах,,,,,,,,,Гапцах,,,,3557,,,,,,
8133,Filya,Филя,,,Lezgian,,,,,,Филя,,,,2402,41.71803,48.46103,Daghestan,,176.350662231445,явно одно и то же село
8133,,Филя,,,,,,,,,Филя,,,,2402,,,,,,явно одно и то же село
8134,Tselyagyun,Целягюн,,,Lezgian,,,,,,Целягюн,,,,1812,41.6569,48.2889,Daghestan,,432.675720214844,
8135,Primorskiy,Приморский,,,Lezgian,,,,,,Приморский,,,,521,41.845694,48.580097,Daghestan,,-17.0221138000488,
8136,Maka-Kazmalyar,Мака-Казмаляр,,,Lezgian,,,,,,Мака-Казмаляр,,,,152,41.475347,48.017994,Daghestan,,781.951782226563,
8137,Novyy Aul,Новый Аул,,,Lezgian,,,,,,Новый Аул,,,,2757,41.731837,48.399957,Daghestan,,215.668411254883,
8138,Klichkhan,Кличхан,,,Lezgian,,,,,,Кличхан,,,,485,41.75569,48.42533,Daghestan,,166.737777709961,
8139,,Храх-Уба,,,,,,,,,Храх-Уба,,,,413,,,,,,
8140,Novyy Borch,Новый Борч,,,Rutul,,,,,,Новый Борч,,,,1606,43.48722,47.04556,Daghestan,,-13,
8141,,Аран,,,,,,,,,Аран,,,,367,,,,,,
8142,Tsudik,Цудик,,,Rutul,,,,,,Цудик,,,,399,41.66611,47.28056,Daghestan,,1732.9345703125,
8143,,Аймазимахи,,,,,,,,,Аймазимахи,,,,0,,,,,,
8144,,Качкилик,,,,,,,,,Качкилик,,,,0,,,,,,
8145,,Кулькибекмахи,,,,,,,,,Кулькибекмахи,,,,184,,,,,,
8146,Novye Mugri,Новое Мугри,,,Dargwa,,,,,,Новое Мугри,,,,625,42.4741,47.75525,Daghestan,,262.590209960937,"в википедии Новое Мугри, на картах Новые Мугри"
8147,Krasnopartizansk,Краснопартизанск,,,Dargwa,,,,,,Краснопартизанск,,,,739,42.27499,48.01592,Daghestan,,24.5834522247314,
8148,Khebda,Хебда,,,Avar,,,,,,Хебда,,,,2551,42.443976,46.549984,Daghestan,,929.286010742188,
8149,,Бакдаб,,,,,,,,,Бакдаб,,,,0,,,,,,
8150,,Ракутли,,,,,,,,,Ракутли,,,,0,,,,,,
8151,Tlezda,Тлезда,,,Avar,,,,,,Тлезда,,,,152,42.421358,46.721564,Daghestan,,1652.78845214844,
8152,Genitsurib,Геницуриб,,,Avar,,,,,,Геницуриб,,,,103,42.425104,46.705356,Daghestan,,1732.13354492188,
8153,Verkhniy Togokh,Верхний Тогох,,,Avar,,,,,,Верхний Тогох,,,,178,42.430206,46.698316,Daghestan,,1680.82592773437,
8154,Nizhniy Togokh,Нижний Тогох,,,Avar,,,,,,Нижний Тогох,,,,212,42.43381,46.70246,Daghestan,,1570.68627929688,
8155,,Гидатлинский Мост,,,,,,,,,Гидатлинский Мост,,,,12,,,,,,
8156,Eminkhyur,Эминхюр,,,Lezgian,,,,,,Эминхюр,,,,3818,41.76332,48.33115,Daghestan,,201.726211547852,
8157,,Герейхановское,,,,,,,,,Герейхановское,,,,3490,,,,,,
8158,,2-е Отделение Совхоза,,,,,,,,,2-е Отделение Совхоза,,,,1267,,,,,,
8159,,Чухверкент,,,,,,,,,Чухверкент,,,,896,,,,,,
8160,Sirtich,Сиртич,,,Tabasaran,,,,,,Сиртич,,,,3978,41.8406,48.2347,Daghestan,,131.109634399414,
8161,Novoe Lidzhe,Новое Лидже,,,Tabasaran,,,,,,Новое Лидже,,,,555,41.976624,48.008813,Daghestan,,465.307373046875,
8162,Gurkhun',Гурхунь,,,Tabasaran,,,,,,Гурхунь,,,,559,42.0203,47.92712,Daghestan,,628.062805175781,
8163,,Гелинбатан,,,,,,,,,Гелинбатан,,,,671,,,,,,
8164,Pendzhi (Penzhik),Пенджи,,,North Azerbaijani,,,,,,Пенджи,,,,312,41.966,48.05,Daghestan,,534.739318847656,
8165,,Тихаб,,,,,,,,,Тихаб,,,,0,,,,,,
8165,,Тихаб,,,,,,,,,Тихаб,,,,0,,,,,,
8166,Busutli,Бусутли,,,Avar,,,,,,Бусутли,,,,9,42.24512,46.363326,Daghestan,,1554.62329101563,
8167,Tokh-Orda,Тох-Орда,,,Avar,,,,,,Тох-Орда,,,,194,42.11174,46.35982,Daghestan,,1497.35192871094,
8168,Childa,Чилда,,,Avar,,,,,,Чилда,,,,116,42.16328,46.34734,Daghestan,,1513.40502929688,
8169,,Жалда,,,,,,,,,Жалда,,,,0,,,,,,
8170,,Анцух,,,,,,,,,Анцух,,,,100,,,,,,
8171,Saraf,Сараф (Санаторий),,,Avar,,,,,,Сараф (Санаторий),,,,50,42.20373,46.31767,Daghestan,,1393.35534667969,
8172,Shamil'kala,Шамилькала,,,Avar,,,,,,Шамилькала,,,,4888,42.690407,46.874769,Daghestan,,644.602844238281,
8173,Taratul-Meer,Таратул-Меэр,,,Avar,,,,,,Таратул-Меэр,,,,0,42.619281,47.112087,Daghestan,,1765.33435058594,
8174,Maydanskoe,Майданское,,,Avar,,,,,,Майданское,,,,2643,42.601674,46.958927,Daghestan,,580.869323730469,
8175,,Хинтлимита,,,,,,,,,Хинтлимита,,,,34,,,,,,
8176,Novyy Frig,Новый Фриг,,,Lezgian,,,,,,Новый Фриг,,,,2007,41.85306,48.35743,Daghestan,,44,
8177,Zakhit,Захит,,,Lezgian,,,,,,Захит,,,,1138,41.732197,48.369784,Daghestan,,217.842834472656,
8178,Gondokori,Гондокори,,,Avar,,,,,,Гондокори,,,,257,43.55252,46.89127,Daghestan,,-6.63842821121216,
8179,Arkida,Аркида,,,Avar,,,,,,Аркида,,,,125,43.20583,47.0625,Daghestan,,-14.7838859558106,
8180,,Арани,,,,,,,,,Арани,,,,678,,,,,,
8181,Matlas,Матлас,,,Avar,,,,,,Матлас,,,,150,42.595249,46.605532,Daghestan,,1858.27526855469,
8182,,Ахтини,,,,,,,,,Ахтини,,,,469,,,,,,
8183,Arada,Арада,,,Avar,,,,,,Арада,,,,668,43.30962,47.15059,Daghestan,,-15.205696105957,
8184,,Квами,,,,,,,,,Квами,,,,53,,,,,,
8185,Nusi,Нуси,,,Avar,,,,,,Нуси,,,,58,43.45602,46.9706,Daghestan,,-12.4778871536255,
8186,Arkhida (Asel'der-otar),Архида,,,Avar,,,,,,Архида,,,,337,43.429,46.78533,Daghestan,,1.86423766613007,
8187,Sentukh,Сентух,,,Avar,,,,,,Сентух,,,,148,43.43724,46.89029,Daghestan,,-8,
8188,Khachta,Хачта,,,Avar,,,,,,Хачта,,,,360,43.18498,47.07371,Daghestan,,-2.6636164188385,
8189,Krasnoe (Selo),Красное,,,Avar,,,,,,Красное,,,,525,44.100232,46.877563,Daghestan,,-18.6178741455078,
8190,,Самилах,,,,,,,,,Самилах,,,,1416,,,,,,
8214,,Цадах,,,,,,,,,Цадах,,,,492,,,,,,
8215,Tsurib,Цуриб,,,Avar,,,,,,Цуриб,,,,2231,42.235,46.8333,Daghestan,,1461.7021484375,
8216,Semender,Семендер,,,Avar,,,,,,Семендер,,,,13677,42.98833,47.40361,Daghestan,,18.1203422546387,
8217,,Новый Кяхулай,,,,,,,,,Новый Кяхулай,,,,9875,,,,,,
8218,,Красноармейское,,,,,,,,,Красноармейское,,,,3959,,,,,,
8219,,Талги,,,,,,,,,Талги,,,,1582,,,,,,
8221,,Каспийск,,,,,,,,,Каспийск,,,,99841,,,,,,
,Белъелда,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Гъерел,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Гъортноб,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Кайса,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Паркет,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Цалда,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Ч1орода,,,,Avar,Zakatal,,,,,,,,,,,,Azerbaijan,Belokan,,
,Nidzh,,,,Udi,,,,,,,,,,,40.94,47.66833,Azerbaijan,,439.00732421875,
,Oguz,,,,Udi,,,,,,,,,,,41.07083,47.45833,Azerbaijan,,670.718566894531,
,Khaput,,,,Kryz,,,,,,,,,,,41.142778,48.194444,Azerbaijan,,2326.99291992187,
,Alyk,,,,Kryz,,,,,,,,,,,41.1775,48.23694,Azerbaijan,,1700.27282714844,
,Khynalyg,,,,Khinalugh,,,,,,,,,,,41.17778,48.12694,Azerbaijan,,2133.70483398438,
,Budug,,,,Budukh,,,,,,,,,,,41.18611,48.36861,Azerbaijan,,1785.72265625,
,Dzhek,,,,Kryz,,,,,,,,,,,41.19694,48.24167,Azerbaijan,,1675.35144042969,
,Yergyudzh,,,,Kryz,,,,,,,,,,,41.209167,48.283056,Azerbaijan,,1719.63171386719,
,Kryz,,,,Kryz,,,,,,,,,,,41.21556,48.24667,Azerbaijan,,2010.74792480469,
,Kryz-Dekhne,,,,Kryz,,,,,,,,,,,41.234681,48.304612,Azerbaijan,,1256.36206054688,
,Fiy,,,,Lezgian,,,,,,,,,,,41.289126,47.564416,Daghestan,,1927.37268066406,
,Mikrakh,,,,Lezgian,,,,,,,,,,,41.37481,47.882489,Daghestan,,1373.07568359375,
,Chuvalar,,,,Lezgian,,,,,,,,,,,41.40603,47.9094,Daghestan,,975.075439453125,
,Karakyure,,,,Lezgian,,,,,,,,,,,41.417413,47.962618,Daghestan,,1179.6318359375,
,Zrykh,,,,Lezgian,,,,,,,,,,,41.49105,47.564736,Daghestan,,1164.05908203125,
,Həsənbinə,,,,Avar,Zakatal,,,,,,,,,,41.543056,46.480278,Azerbaijan,Zakatala,219.43766784668,
