id	village	rus_village	lat	lon	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	comment
944	Bamut	Бамут	43.1575	45.199722	Chechen	Nakh	East Caucasian	Chechnya	NA	335.177124023437	FALSE	arsakhanov1969	37	Melkhi	Мелхинский							Bamut			Melkhin	melk1240	chec1245	#996600	#996633	
945	Dzhigurty	Джигурты	43.16	46.176667	Chechen	Nakh	East Caucasian	Chechnya	NA	300.178924560547	FALSE											Dzhigurty					chec1245	#996600	#996633	
946	Avtury	Автуры	43.160556	46.013889	Chechen	Nakh	East Caucasian	Chechnya	NA	248.768981933594	FALSE											Avtury					chec1245	#996600	#996633	
947	Gekhi	Гехи	43.161389	45.471111	Chechen	Nakh	East Caucasian	Chechnya	NA	229	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Urus-Martan	Урус-мартановский					Gekhi			Ploskost	plost1238	chec1245	#996600	#996633	
948	Meskety	Мескеты	43.161389	46.357778	Chechen	Nakh	East Caucasian	Chechnya	NA	395.890869140625	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Meskety			Ploskost	plost1238	chec1245	#996600	#996633	
949	Charavali	Чаравали	43.16188	46.50747	Chechen	Nakh	East Caucasian	Dagestan	NA	287.673614501953	TRUE											Charavali					chec1245	#996600	#996633	
950	Goyty	Гойты	43.164167	45.622222	Chechen	Nakh	East Caucasian	Chechnya	NA	213	FALSE											Goyty					chec1245	#996600	#996633	
951	Katyr-yurt	Катыр-юрт	43.168611	45.368056	Chechen	Nakh	East Caucasian	Chechnya	NA	237.153549194336	FALSE											Katyr-yurt					chec1245	#996600	#996633	
952	Galayty	Галайты	43.174167	46.388056	Chechen	Nakh	East Caucasian	Chechnya	NA	281.111267089844	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Galayty			Ploskost	plost1238	chec1245	#996600	#996633	
953	Valerik	Валерик	43.176389	45.404167	Chechen	Nakh	East Caucasian	Chechnya	NA	225.82600402832	FALSE											Valerik					chec1245	#996600	#996633	
954	Germenchuk	Герменчук	43.188889	45.924444	Chechen	Nakh	East Caucasian	Chechnya	NA	186.259872436523	FALSE											Germenchuk					chec1245	#996600	#996633	
955	Achkhoy-martan	Ачхой-мартан	43.189167	45.284722	Chechen	Nakh	East Caucasian	Chechnya	NA	248.783294677734	FALSE											Achkhoy-martan					chec1245	#996600	#996633	
956	Chechen-aul	Чечен-аул	43.203333	45.783333	Chechen	Nakh	East Caucasian	Chechnya	NA	201.110534667969	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Shalin	Шалинский					Chechen-aul			Ploskost	plost1238	chec1245	#996600	#996633	
957	Mayrtup	Майртуп	43.204167	46.131944	Chechen	Nakh	East Caucasian	Chechnya	NA	189.874694824219	FALSE											Mayrtup					chec1245	#996600	#996633	
958	Kurchaloy	Курчалой	43.204444	46.087778	Chechen	Nakh	East Caucasian	Chechnya	NA	163.788696289063	FALSE											Kurchaloy					chec1245	#996600	#996633	
959	Alleroy	Аллерой	43.213889	46.289722	Chechen	Nakh	East Caucasian	Chechnya	NA	279.849792480469	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Alleroy			Ploskost	plost1238	chec1245	#996600	#996633	
960	Geldagana	Гелдагана	43.215278	46.040278	Chechen	Nakh	East Caucasian	Chechnya	NA	155.187026977539	FALSE											Geldagana					chec1245	#996600	#996633	
961	Ishkhoy-yurt	Ишхой-юрт	43.215833	46.391111	Chechen	Nakh	East Caucasian	Chechnya	NA	247.942749023438	FALSE											Ishkhoy-yurt					chec1245	#996600	#996633	
962	Bachi-yurt	Бачи-юрт	43.216389	46.193889	Chechen	Nakh	East Caucasian	Chechnya	NA	202.337875366211	FALSE	abdullaev1954	6-9									Bachi-yurt					chec1245	#996600	#996633	
963	Shaami-yurt	Шаами-юрт	43.22	45.386389	Chechen	Nakh	East Caucasian	Chechnya	NA	186.225204467773	FALSE											Shaami-yurt					chec1245	#996600	#996633	
964	Centaroy	Центарой	43.221944	46.245833	Chechen	Nakh	East Caucasian	Chechnya	NA	223.649810791016	FALSE											Centaroy					chec1245	#996600	#996633	
965	Gikalo	Гикало	43.229167	45.733611	Chechen	Nakh	East Caucasian	Chechnya	NA	182.661636352539	FALSE											Gikalo					chec1245	#996600	#996633	
966	Alkhan-yurt	Алхан-юрт	43.230833	45.565556	Chechen	Nakh	East Caucasian	Chechnya	NA	162.488571166992	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Alkhan-yurt					chec1245	#996600	#996633	
967	Khambi-irzi	Хамби-ирзи	43.234167	45.451667	Chechen	Nakh	East Caucasian	Chechnya	NA	171.680694580078	FALSE											Khambi-irzi					chec1245	#996600	#996633	
968	Kulary	Кулары	43.238333	45.500278	Chechen	Nakh	East Caucasian	Chechnya	NA	167.774826049805	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Urus-Martan	Урус-мартановский					Kulary			Ploskost	plost1238	chec1245	#996600	#996633	
969	Coci-yurt	Цоци-юрт	43.238333	46.000556	Chechen	Nakh	East Caucasian	Chechnya	NA	135.936126708984	FALSE											Coci-yurt					chec1245	#996600	#996633	
970	Krasnopartizanskiy	Краснопартизанский	43.243264	45.546768	Chechen	Nakh	East Caucasian	Chechnya	NA	161.01887512207	FALSE											Krasnopartizanskiy					chec1245	#996600	#996633	
971	Khasavyurt	Хасавюрт	43.246769	46.58939	Chechen	Nakh	East Caucasian	Dagestan	NA	132.420455932617	TRUE	arsakhanov1969	37	Akkin	Аккинский							Khasavyurt					chec1245	#996600	#996633	
972	Gerzel'-aul	Герзель-аул	43.249167	46.3975	Chechen	Nakh	East Caucasian	Chechnya	NA	138.092254638672	FALSE											Gerzel'-aul					chec1245	#996600	#996633	
973	Mesker-yurt	Мескер-юрт	43.251389	45.909444	Chechen	Nakh	East Caucasian	Chechnya	NA	132.599349975586	FALSE											Mesker-yurt					chec1245	#996600	#996633	
974	Koshkel'dy	Кошкельды	43.253056	46.349167	Chechen	Nakh	East Caucasian	Chechnya	NA	105.343200683594	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Koshkel'dy			Ploskost	plost1238	chec1245	#996600	#996633	
975	Novyy sharoy	Новый шарой	43.254444	45.277778	Chechen	Nakh	East Caucasian	Chechnya	NA	219.601211547852	FALSE	korjakov2006	map 8	Sharoy	Шароевский							Novyy sharoy					chec1245	#996600	#996633	
976	Prigorodnoe	Пригородное	43.254444	45.756944	Chechen	Nakh	East Caucasian	Chechnya	NA	163.057006835938	FALSE											Prigorodnoe					chec1245	#996600	#996633	
977	Verkhniy noyber	Верхний нойбер	43.255556	46.283056	Chechen	Nakh	East Caucasian	Chechnya	NA	117.695541381836	FALSE											Verkhniy noyber					chec1245	#996600	#996633	
978	Alkhan-kala	Алхан-кала	43.260556	45.535278	Chechen	Nakh	East Caucasian	Chechnya	NA	195.502136230469	FALSE											Alkhan-kala					chec1245	#996600	#996633	
979	Zakan-yurt	Закан-юрт	43.263611	45.419167	Chechen	Nakh	East Caucasian	Chechnya	NA	192.200225830078	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Zakan-yurt					chec1245	#996600	#996633	
980	Nizhniy noybera	Нижний нойбера	43.266667	46.278889	Chechen	Nakh	East Caucasian	Chechnya	NA	74.7108764648438	FALSE											Nizhniy noybera					chec1245	#996600	#996633	
981	Davydenko	Давыденко	43.271389	45.26	Chechen	Nakh	East Caucasian	Chechnya	NA	222.363632202148	FALSE											Davydenko					chec1245	#996600	#996633	
982	Komsomol'skoe	Комсомольское	43.271389	45.825556	Chechen	Nakh	East Caucasian	Chechnya	NA	137.472229003906	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Shalin	Шалинский					Komsomol'skoe			Ploskost	plost1238	chec1245	#996600	#996633	
983	Bammatbekyurt	Бамматбекюрт	43.27167	46.61972	Chechen	Nakh	East Caucasian	Dagestan	NA	92.9582595825195	TRUE											Bammatbekyurt					chec1245	#996600	#996633	
984	Khamavyurt	Хамавюрт	43.2722	46.4286	Chechen	Nakh	East Caucasian	Dagestan	NA	109.971817016602	TRUE											Khamavyurt					chec1245	#996600	#996633	
985	Solnechnoe	Солнечное	43.2761	46.5069	Chechen	Nakh	East Caucasian	Dagestan	NA	88.1296463012695	TRUE											Solnechnoe					chec1245	#996600	#996633	
986	Ilaskhan-yurt	Иласхан-юрт	43.278889	46.098333	Chechen	Nakh	East Caucasian	Chechnya	NA	109.45043182373	FALSE											Ilaskhan-yurt					chec1245	#996600	#996633	
987	Bil'toy-yurt	Бильтой-юрт	43.2825	46.295278	Chechen	Nakh	East Caucasian	Chechnya	NA	44.4360198974609	FALSE											Bil'toy-yurt					chec1245	#996600	#996633	
988	Nuradilovo	Нурадилово	43.284357	46.4645	Chechen	Nakh	East Caucasian	Dagestan	NA	85.1721343994141	TRUE											Nuradilovo					chec1245	#996600	#996633	
989	Gordali-yurt	Гордали-юрт	43.285278	46.315833	Chechen	Nakh	East Caucasian	Chechnya	NA	52.2421569824219	FALSE											Gordali-yurt					chec1245	#996600	#996633	
990	Pokrovskoe	Покровское	43.2886	46.6658	Chechen	Nakh	East Caucasian	Dagestan	NA	61.4022521972656	TRUE											Pokrovskoe					chec1245	#996600	#996633	
991	Samashki	Самашки	43.292222	45.303889	Chechen	Nakh	East Caucasian	Chechnya	NA	219.570434570312	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Samashki					chec1245	#996600	#996633	
992	Genzheaul	Генжеаул	43.2934	46.75729	Chechen	Nakh	East Caucasian	Dagestan	NA	27.3168506622314	TRUE											Genzheaul					chec1245	#996600	#996633	
993	Argun	Аргун	43.294444	45.883889	Chechen	Nakh	East Caucasian	Chechnya	NA	112.203247070313	FALSE											Argun					chec1245	#996600	#996633	
994	Bayramaul	Байрамаул	43.296175	46.730134	Chechen	Nakh	East Caucasian	Dagestan	NA	36	TRUE											Bayramaul					chec1245	#996600	#996633	
995	Primykanie	Примыкание	43.302662	45.823233	Chechen	Nakh	East Caucasian	Chechnya	NA	112.933418273926	FALSE											Primykanie					chec1245	#996600	#996633	
996	Centora-yurt	Центора-юрт	43.302778	45.828056	Chechen	Nakh	East Caucasian	Chechnya	NA	113.716171264648	FALSE											Centora-yurt					chec1245	#996600	#996633	
997	Osmanyurt	Османюрт	43.3056	46.5308	Chechen	Nakh	East Caucasian	Dagestan	NA	62.3963928222656	TRUE											Osmanyurt					chec1245	#996600	#996633	
998	Novyy yengenoy	Новый йенгеной	43.308333	46.026111	Chechen	Nakh	East Caucasian	Chechnya	NA	92.5870895385742	FALSE											Novyy yengenoy					chec1245	#996600	#996633	
999	Boragangechuv	Борагангечув	43.30852	46.43596	Chechen	Nakh	East Caucasian	Dagestan	NA	72.0114059448242	TRUE											Boragangechuv					chec1245	#996600	#996633	
1000	Melchkhi	Мелчхи	43.310035	46.18759	Chechen	Nakh	East Caucasian	Chechnya	NA	40.5517845153809	FALSE											Melchkhi					chec1245	#996600	#996633	
1001	Simsir	Симсир	43.31315	46.54329	Chechen	Nakh	East Caucasian	Dagestan	NA	60.3782768249512	TRUE											Simsir					chec1245	#996600	#996633	
1002	Kadi-yurt	Кади-юрт	43.313889	46.311944	Chechen	Nakh	East Caucasian	Chechnya	NA	44.8020095825195	FALSE											Kadi-yurt					chec1245	#996600	#996633	
1003	Groznyy	Грозный	43.316667	45.7	Chechen	Nakh	East Caucasian	Chechnya	NA	122	FALSE	korjakov2006	27	Lowland	Плоскостной							Groznyy			Ploskost	plost1238	chec1245	#996600	#996633	
1004	Dzhalka	Джалка	43.318889	45.993611	Chechen	Nakh	East Caucasian	Chechnya	NA	82.7196884155273	FALSE											Dzhalka					chec1245	#996600	#996633	
1005	Berkat-yurt	Беркат-юрт	43.323611	45.829722	Chechen	Nakh	East Caucasian	Chechnya	NA	108.003997802734	FALSE											Berkat-yurt					chec1245	#996600	#996633	
1006	Engel'-yurt	Энгель-юрт	43.326944	46.353889	Chechen	Nakh	East Caucasian	Chechnya	NA	47	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Engel'-yurt			Ploskost	plost1238	chec1245	#996600	#996633	
1007	Shuani	Шуани	43.335556	46.193889	Chechen	Nakh	East Caucasian	Chechnya	NA	34.5462455749512	FALSE											Shuani					chec1245	#996600	#996633	
1008	Kandauraul	Кандаураул	43.3414	46.5664	Chechen	Nakh	East Caucasian	Dagestan	NA	41.5113258361816	TRUE											Kandauraul					chec1245	#996600	#996633	
1009	Bammatyurt	Бамматюрт	43.3442	46.6075	Chechen	Nakh	East Caucasian	Dagestan	NA	38.0396919250488	TRUE											Bammatyurt					chec1245	#996600	#996633	
1010	Krasnostepnovskoe	Красностепновское	43.352778	45.446678	Chechen	Nakh	East Caucasian	Chechnya	NA	250.292846679688	FALSE											Krasnostepnovskoe					chec1245	#996600	#996633	
1011	Gudermes	Гудермес	43.355278	46.099167	Chechen	Nakh	East Caucasian	Chechnya	NA	56.0666160583496	FALSE											Gudermes					chec1245	#996600	#996633	
1012	Il'inovskaya	Ильиновская	43.364167	45.95	Chechen	Nakh	East Caucasian	Chechnya	NA	111.638191223145	FALSE											Il'inovskaya					chec1245	#996600	#996633	
1013	Petropavlovskaya	Петропавловская	43.386389	45.828889	Chechen	Nakh	East Caucasian	Chechnya	NA	133.8515625	FALSE											Petropavlovskaya					chec1245	#996600	#996633	
1014	Proletarskoe	Пролетарское	43.3875	45.597222	Chechen	Nakh	East Caucasian	Chechnya	NA	148.880004882813	FALSE											Proletarskoe					chec1245	#996600	#996633	
1015	Gunyushki	Гунюшки	43.393951	45.38172	Chechen	Nakh	East Caucasian	Chechnya	NA	206.856918334961	FALSE											Gunyushki					chec1245	#996600	#996633	
1016	Darbankhi	Дарбанхи	43.3975	46.031944	Chechen	Nakh	East Caucasian	Chechnya	NA	59.0992965698242	FALSE											Darbankhi					chec1245	#996600	#996633	
1017	Kerla-yurt	Керла-юрт	43.399879	45.307771	Chechen	Nakh	East Caucasian	Chechnya	NA	238.843566894531	FALSE											Kerla-yurt					chec1245	#996600	#996633	
1018	Pobedinskoe	Побединское	43.400833	45.433056	Chechen	Nakh	East Caucasian	Chechnya	NA	197.071243286133	FALSE											Pobedinskoe					chec1245	#996600	#996633	
1019	Pervomayskaya	Первомайская	43.401944	45.522778	Chechen	Nakh	East Caucasian	Chechnya	NA	173.662261962891	FALSE											Pervomayskaya					chec1245	#996600	#996633	
1020	Druzhba	Дружба	43.403333	45.6575	Chechen	Nakh	East Caucasian	Chechnya	NA	187.238922119141	FALSE											Druzhba					chec1245	#996600	#996633	
1021	Raduzhnoe	Радужное	43.404981	45.397468	Chechen	Nakh	East Caucasian	Chechnya	NA	200.230484008789	FALSE											Raduzhnoe					chec1245	#996600	#996633	
1022	Dolinskiy	Долинский	43.405892	45.383715	Chechen	Nakh	East Caucasian	Chechnya	NA	225.967712402344	FALSE											Dolinskiy					chec1245	#996600	#996633	
1023	Sadovoe	Садовое	43.408459	45.595744	Chechen	Nakh	East Caucasian	Chechnya	NA	196.778289794922	FALSE											Sadovoe					chec1245	#996600	#996633	
1024	Khangish-yurt	Хангиш-юрт	43.413056	46.236111	Chechen	Nakh	East Caucasian	Chechnya	NA	26	FALSE											Khangish-yurt					chec1245	#996600	#996633	
1025	Nagornoe	Нагорное	43.417064	45.1803	Chechen	Nakh	East Caucasian	Chechnya	NA	254.263275146484	FALSE											Nagornoe					chec1245	#996600	#996633	
1026	Azamat-yurt	Азамат-юрт	43.418889	46.286111	Chechen	Nakh	East Caucasian	Chechnya	NA	22.6367626190185	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Terek	Надтеречный					Azamat-yurt			Ploskost	plost1238	chec1245	#996600	#996633	
1027	Umarotar	Умаротар	43.42388	46.69025	Chechen	Nakh	East Caucasian	Dagestan	NA	11.3050966262817	TRUE											Umarotar					chec1245	#996600	#996633	
1028	Novosel'skoe	Новосельское	43.4275	46.4667	Chechen	Nakh	East Caucasian	Dagestan	NA	24.1968688964844	TRUE											Novosel'skoe					chec1245	#996600	#996633	
1029	Goryacheistochnenskaya	Горячеисточненская	43.428611	45.774167	Chechen	Nakh	East Caucasian	Chechnya	NA	150.39485168457	FALSE											Goryacheistochnenskaya					chec1245	#996600	#996633	
1030	Kemsiyurt	Кемсиюрт	43.43439	46.43548	Chechen	Nakh	East Caucasian	Dagestan	NA	20.4790134429932	TRUE											Kemsiyurt					chec1245	#996600	#996633	
1031	Kadyrotar	Кадыротар	43.44099	46.65515	Chechen	Nakh	East Caucasian	Dagestan	NA	13.2566556930542	TRUE											Kadyrotar					chec1245	#996600	#996633	
1032	Tolstoy-yurt	Толстой-юрт	43.444444	45.778889	Chechen	Nakh	East Caucasian	Chechnya	NA	123.321357727051	FALSE											Tolstoy-yurt					chec1245	#996600	#996633	
1033	Chervlyonnaya-uzlovaya	Червлённая-узловая	43.446667	45.976944	Chechen	Nakh	East Caucasian	Chechnya	NA	38.1595649719238	FALSE											Chervlyonnaya-uzlovaya					chec1245	#996600	#996633	
1034	Bartkhoy	Бартхой	43.453913	45.230875	Chechen	Nakh	East Caucasian	Chechnya	NA	321.180206298828	FALSE											Bartkhoy					chec1245	#996600	#996633	
1035	Akbulatyurt	Акбулатюрт	43.45934	46.38598	Chechen	Nakh	East Caucasian	Dagestan	NA	17	TRUE											Akbulatyurt					chec1245	#996600	#996633	
1036	Adil'otar	Адильотар	43.4603	46.6761	Chechen	Nakh	East Caucasian	Dagestan	NA	10.9975461959839	TRUE											Adil'otar					chec1245	#996600	#996633	
1037	Tutlar	Тутлар	43.46703	46.68876	Chechen	Nakh	East Caucasian	Dagestan	NA	9.35335063934326	TRUE											Tutlar					chec1245	#996600	#996633	
1038	Staro-shhedrinskaya	Старо-щедринская	43.469722	46.106667	Chechen	Nakh	East Caucasian	Chechnya	NA	30	FALSE											Staro-shhedrinskaya					chec1245	#996600	#996633	
1039	Paraboch	Парабоч	43.47266	46.294588	Chechen	Nakh	East Caucasian	Chechnya	NA	18.5973358154297	FALSE											Paraboch					chec1245	#996600	#996633	
1040	Mayskiy	Майский	43.473425	45.12623	Chechen	Nakh	East Caucasian	Chechnya	NA	332.891845703125	FALSE											Mayskiy					chec1245	#996600	#996633	
1041	Khar'kovskoe	Харьковское	43.476667	46.333889	Chechen	Nakh	East Caucasian	Chechnya	NA	17.4305324554443	FALSE											Khar'kovskoe					chec1245	#996600	#996633	
1042	Novo-shhedrinskaya	Ново-щедринская	43.485833	46.101389	Chechen	Nakh	East Caucasian	Chechnya	NA	31.8344783782959	FALSE											Novo-shhedrinskaya					chec1245	#996600	#996633	
1043	Shelkozavodskaya	Шелкозаводская	43.491389	46.308056	Chechen	Nakh	East Caucasian	Chechnya	NA	16.9263877868652	FALSE											Shelkozavodskaya					chec1245	#996600	#996633	
1044	Chervlyonnaya	Червлённая	43.501389	45.883333	Chechen	Nakh	East Caucasian	Chechnya	NA	46.4895439147949	FALSE											Chervlyonnaya					chec1245	#996600	#996633	
1045	Naberezhnyy	Набережный	43.506683	45.787822	Chechen	Nakh	East Caucasian	Chechnya	NA	54.3489456176758	FALSE											Naberezhnyy					chec1245	#996600	#996633	
1046	Zebir-yurt	Зебир-юрт	43.508333	45.357778	Chechen	Nakh	East Caucasian	Chechnya	NA	207.202575683594	FALSE											Zebir-yurt					chec1245	#996600	#996633	
1047	Shelkovskaya	Шелковская	43.509167	46.327778	Chechen	Nakh	East Caucasian	Chechnya	NA	13.9515800476074	FALSE											Shelkovskaya					chec1245	#996600	#996633	
1048	Kobi	Коби	43.513056	46.244722	Chechen	Nakh	East Caucasian	Chechnya	NA	18.4808444976807	FALSE											Kobi					chec1245	#996600	#996633	
1049	Orlinoe	Орлиное	43.514868	45.109405	Chechen	Nakh	East Caucasian	Chechnya	NA	393.868927001953	FALSE											Orlinoe					chec1245	#996600	#996633	
1050	Komarovo	Комарово	43.521389	45.0425	Chechen	Nakh	East Caucasian	Chechnya	NA	406.581390380859	FALSE											Komarovo					chec1245	#996600	#996633	
1051	Pravoberezhnoe	Правобережное	43.524444	45.699722	Chechen	Nakh	East Caucasian	Chechnya	NA	126.002899169922	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Terek	Надтеречный					Pravoberezhnoe			Ploskost	plost1238	chec1245	#996600	#996633	
1052	Grebenskaya	Гребенская	43.526667	46.369167	Chechen	Nakh	East Caucasian	Chechnya	NA	11.6985292434692	FALSE											Grebenskaya					chec1245	#996600	#996633	
1053	Gazgorodok	Газгородок	43.529071	45.69083	Chechen	Nakh	East Caucasian	Chechnya	NA	134.101516723633	FALSE											Gazgorodok					chec1245	#996600	#996633	
1054	Nikolaevskaya	Николаевская	43.531389	45.772222	Chechen	Nakh	East Caucasian	Chechnya	NA	56.439811706543	FALSE											Nikolaevskaya					chec1245	#996600	#996633	
1055	Germenchik	Герменчик	43.5403	46.7256	Kumyk	Kipchak	Turkic	Dagestan	NA	1.30183970928192	TRUE											Germenchik					kumy1244	#a6a6a6	#666666	
1056	Ken'-yurt	Кень-юрт	43.544444	45.512222	Chechen	Nakh	East Caucasian	Chechnya	NA	126.81143951416	FALSE											Ken'-yurt					chec1245	#996600	#996633	
1057	Usad'ba goskhoza «mineral'nyy»	Усадьба госхоза «минеральный»	43.545966	45.326088	Chechen	Nakh	East Caucasian	Chechnya	NA	195.830490112305	FALSE											Usad'ba goskhoza «mineral'nyy»					chec1245	#996600	#996633	
1058	Terskoe	Терское	43.551944	45.563611	Chechen	Nakh	East Caucasian	Chechnya	NA	90.3102645874023	FALSE											Terskoe					chec1245	#996600	#996633	
1059	Voskresenovskoe	Воскресенское	43.554722	46.385278	Chechen	Nakh	East Caucasian	Chechnya	NA	9.61866664886475	FALSE											Voskresenovskoe					chec1245	#996600	#996633	
1060	Oraz-aul	Ораз-аул	43.556944	45.960278	Chechen	Nakh	East Caucasian	Chechnya	NA	50.5012741088867	FALSE											Oraz-aul					chec1245	#996600	#996633	
1061	Kalaus	Калаус	43.561111	45.098611	Chechen	Nakh	East Caucasian	Chechnya	NA	223.849548339844	FALSE											Kalaus					chec1245	#996600	#996633	
1062	Tatayurt	Татаюрт	43.5619	46.9961	Chechen	Nakh	East Caucasian	Dagestan	NA	-9.64640045166016	TRUE											Tatayurt					chec1245	#996600	#996633	
1063	Chankayurt	Чанкаюрт	43.56935	46.56515	Chechen	Nakh	East Caucasian	Dagestan	NA	3.46492433547974	TRUE											Chankayurt					chec1245	#996600	#996633	
1064	Levoberezhnoe	Левобережное	43.570556	45.630556	Chechen	Nakh	East Caucasian	Chechnya	NA	68	FALSE											Levoberezhnoe					chec1245	#996600	#996633	
1065	Karshyga-aul	Каршыга-аул	43.572778	46.17	Chechen	Nakh	East Caucasian	Chechnya	NA	22.4280433654785	FALSE											Karshyga-aul					chec1245	#996600	#996633	
1066	Kalinovskaya	Калиновская	43.576944	45.522222	Chechen	Nakh	East Caucasian	Chechnya	NA	68.4755096435547	FALSE											Kalinovskaya					chec1245	#996600	#996633	
1067	Obil'nyy	Обильный	43.578322	45.746836	Chechen	Nakh	East Caucasian	Chechnya	NA	65.1813201904297	FALSE											Obil'nyy					chec1245	#996600	#996633	
1068	Podgornoe	Подгорное	43.583611	45.4425	Chechen	Nakh	East Caucasian	Chechnya	NA	74.6266250610352	FALSE											Podgornoe					chec1245	#996600	#996633	
1069	Novoe solkushino	Новое солкушино	43.587222	45.681944	Chechen	Nakh	East Caucasian	Chechnya	NA	65.0895614624023	FALSE											Novoe solkushino					chec1245	#996600	#996633	
1070	Yubileynoe	Юбилейное	43.596298	45.641154	Chechen	Nakh	East Caucasian	Chechnya	NA	65.7107925415039	FALSE											Yubileynoe					chec1245	#996600	#996633	
1071	Novoterskoe	Новотерское	43.602222	45.589444	Chechen	Nakh	East Caucasian	Chechnya	NA	70.1017990112305	FALSE											Novoterskoe					chec1245	#996600	#996633	
1072	Meken-yurt	Мекен-юрт	43.608611	45.405833	Chechen	Nakh	East Caucasian	Chechnya	NA	79.3332214355469	FALSE											Meken-yurt					chec1245	#996600	#996633	
1073	Verkhniy naur	Верхний наур	43.613611	45.2475	Chechen	Nakh	East Caucasian	Chechnya	NA	78.9662551879883	FALSE											Verkhniy naur					chec1245	#996600	#996633	
1074	Nadterechnoe	Надтеречное	43.618611	45.338889	Chechen	Nakh	East Caucasian	Chechnya	NA	84.4571228027344	FALSE											Nadterechnoe					chec1245	#996600	#996633	
1075	Savel'evskaya	Савельевская	43.630278	45.459722	Chechen	Nakh	East Caucasian	Chechnya	NA	78	FALSE											Savel'evskaya					chec1245	#996600	#996633	
1076	Ul'yanovskoe	Ульяновское	43.630556	45.601389	Chechen	Nakh	East Caucasian	Chechnya	NA	73.6677093505859	FALSE											Ul'yanovskoe					chec1245	#996600	#996633	
1077	Starogladovskaya	Старогладовская	43.635833	46.416389	Chechen	Nakh	East Caucasian	Chechnya	NA	2.71218919754028	FALSE											Starogladovskaya					chec1245	#996600	#996633	
1078	Frunzenskoe	Фрунзенское	43.6375	45.663611	Chechen	Nakh	East Caucasian	Chechnya	NA	70.6089935302734	FALSE											Frunzenskoe					chec1245	#996600	#996633	
1079	Naurskaya	Наурская	43.648611	45.314722	Chechen	Nakh	East Caucasian	Chechnya	NA	79.6528701782227	FALSE											Naurskaya					chec1245	#996600	#996633	
1080	Bratskoe	Братское	43.649167	44.883611	Chechen	Nakh	East Caucasian	Chechnya	NA	153.791580200195	FALSE											Bratskoe					chec1245	#996600	#996633	
1081	Bezhanov	Бежанов	43.650834	45.674939	Chechen	Nakh	East Caucasian	Chechnya	NA	75.9511642456055	FALSE											Bezhanov					chec1245	#996600	#996633	
1082	Semikolodcev	Семиколодцев	43.662959	45.773835	Chechen	Nakh	East Caucasian	Chechnya	NA	60.7718124389648	FALSE											Semikolodcev					chec1245	#996600	#996633	
1083	Mekenskaya	Мекенская	43.668889	45.384444	Chechen	Nakh	East Caucasian	Chechnya	NA	83	FALSE											Mekenskaya					chec1245	#996600	#996633	
1084	Gvardeyskoe	Гвардейское	43.673333	45.051944	Chechen	Nakh	East Caucasian	Chechnya	NA	95.5140762329102	FALSE											Gvardeyskoe					chec1245	#996600	#996633	
1085	Chernokozovo	Чернокозово	43.673611	45.361111	Chechen	Nakh	East Caucasian	Chechnya	NA	86	FALSE											Chernokozovo					chec1245	#996600	#996633	
1086	Znamenskoe	Знаменское	43.677778	45.128056	Chechen	Nakh	East Caucasian	Chechnya	NA	92.0650482177734	FALSE											Znamenskoe					chec1245	#996600	#996633	
1087	Beno-yurt	Бено-юрт	43.689722	45.051944	Chechen	Nakh	East Caucasian	Chechnya	NA	98.9190292358398	FALSE											Beno-yurt					chec1245	#996600	#996633	
1088	Kurdyukovskaya	Курдюковская	43.691111	46.45	Chechen	Nakh	East Caucasian	Chechnya	NA	0.284444451332092	FALSE											Kurdyukovskaya					chec1245	#996600	#996633	
1089	Mirnyy	Мирный	43.694859	45.476983	Chechen	Nakh	East Caucasian	Chechnya	NA	83.9139862060547	FALSE											Mirnyy					chec1245	#996600	#996633	
1090	Kotlankin	Котланкин	43.695278	45.767778	Chechen	Nakh	East Caucasian	Chechnya	NA	62.1577568054199	FALSE											Kotlankin					chec1245	#996600	#996633	
1091	Alpatovo	Алпатово	43.704722	45.240833	Chechen	Nakh	East Caucasian	Chechnya	NA	94.5460662841797	FALSE											Alpatovo					chec1245	#996600	#996633	
