id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
1230	Urgani	Ургани		42.13638	47.36146	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1785.94201660156	FALSE	Y.B. Koryakov, p.c.		Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский					Urgani			Sirhwa-Tanty	sirh1234	darg1241	#ff9900	#ff9900			no
1231	Shulerchi	Шулерчи		42.13744	47.56335	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1102.83618164063	FALSE	Y.B. Koryakov, p.c.										Shulerchi					darg1241	#ff9900	#ff9900			no
1232	Zil'bachi	Зильбачи		42.139973	47.717838	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1311.98291015625	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Zil'bachi			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1233	Khurshni	Хуршни		42.14036	47.48966	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1572.68664550781	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Southern Dargwa	Южнодаргинский	Tanty-Sirhwa	Танты-сирхинский	Sirhwa	Сургинский			Khurshni					darg1241	#ff9900	#ff9900			no
1234	Chakhdikna	Чахдикна		42.14116	47.76044	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1000.9736328125	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chakhdikna			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1235	Chishili	Чишили		42.15228	47.66839	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1225.419921875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chishili			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1236	Kharbuk	Харбук		42.158768	47.530832	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1481.17358398438	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Kharbuk			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1237	Urkarakh	Уркарах		42.1606	47.6339	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1309.87780761719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Urkarakh			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1238	Surkhachi	Сурхачи		42.16143	47.74083	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1042.17529296875	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Surkhachi			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1239	Dibgashi	Дибгаши		42.1617	47.6944	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1104.78015136719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Dibgashi			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1240	Iraki	Ираки		42.16405	47.71739	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1105.35485839844	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Iraki			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1241	Tanty	Танты		42.1642	47.3167	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1783.23889160156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Southern Dargwa	Южнодаргинский	Tanty-sirhwa	Танты-сирхинский	Tanty	Тантинский			Tanty			Sirhwa-Tanty	sirh1234	darg1241	#ff9900	#ff9900			no
1242	Buskri	Бускри		42.17359	47.66673	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1369.287109375	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Buskri			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1243	Mallakent	Маллакент		42.17448	47.79664	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	491.374847412109	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Mallakent			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1244	Kischa	Кища		42.17677	47.58117	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1319.17028808594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский			Kischa					darg1241	#ff9900	#ff9900			no
1245	Kalkni	Калкни		42.17732	47.70499	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1160.2421875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Kisha	Кишинский			Kalkni					darg1241	#ff9900	#ff9900			no
1246	Gunakari	Гунакари		42.17776	47.69262	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1168.72839355469	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Gunakari			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1247	Novaya Barsha	Новая Барша		42.18284	47.836	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	295.945129394531	FALSE	Y.B. Koryakov, p.c.		Kaitag	Кайтагский							Novaya Barsha			Kajtak	kajt1238	darg1241	#ff9900	#ff9900			no
1248	Chumli	Чумли		42.20167	47.77306	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	528.412841796875	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Chumli			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1249	Meusisha	Меусиша		42.20199	47.59731	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1537.7890625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Meusisha	Меусишинский			Meusisha					darg1241	#ff9900	#ff9900			no
1250	Ginta	Гинта		42.2042	47.4186	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1588.97143554688	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Ginta					darg1241	#ff9900	#ff9900			no
1251	Deybuk	Дейбук		42.20532	47.51996	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1538.88464355469	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Deybuk			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1252	Vikry	Викры		42.20556	47.67889	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1222.21789550781	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Vikry			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1253	Vikri	Викри		42.20612	47.679702	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1226.16125488281	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Vikri			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1254	Gapshima	Гапшима		42.2122	47.3261	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1603.01037597656	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский					Gapshima					darg1241	#ff9900	#ff9900			no
1255	Geba	Геба		42.21527	47.39266	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1633.94787597656	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Geba					darg1241	#ff9900	#ff9900			no
1256	Tsizgari	Цизгари		42.21963	47.64768	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1387.13903808594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Tsizgari			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1257	Shukty	Шукты		42.22488	47.30349	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1663.48840332031	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Gapshima	Гапшиминский					Shukty					darg1241	#ff9900	#ff9900			no
1258	Gulli	Гулли		42.22977	47.76214	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	484.492248535156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский	Gulli	Гуллинский			Gulli					darg1241	#ff9900	#ff9900			no
1259	Tsurai	Цураи		42.23577	47.65819	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1347.5419921875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Tsurai			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1260	Morskoe	Морское		42.23978	48.1414	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	-14.9959859848023	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Morskoe			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1261	Druzhba (Daghestan)	Дружба (Дагестан)		42.2419	48.0042	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	65.0423812866211	FALSE	Y.B. Koryakov, p.c.										Druzhba (Daghestan)					darg1241	#ff9900	#ff9900		Added republic for disambiguation.	yes
1262	Gumramakhi	Гумрамахи		42.25101	47.35105	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1384.79638671875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Gumramakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1263	Usisha	Усиша		42.2511	47.3928	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1484.06921386719	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Usisha-Butri	Усиша-бутринский					Usisha					darg1241	#ff9900	#ff9900			no
1264	Tsundimakhi	Цундимахи		42.25164	47.31668	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1641.20202636719	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tsundimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1265	Kanasiragi	Канасираги		42.252582	47.649095	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1113.08264160156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Kanasiragi	Канасирагинский					Kanasiragi					darg1241	#ff9900	#ff9900			no
1266	Megeb	Мегеб		42.2528	47.0472	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1712.15393066406	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Mehweb	Мегебский					Mehweb			Megeb	mege1234	darg1241	#ff9900	#ff9900			no
1267	Khazhnimakhi	Хажнимахи		42.254562	47.315856	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1648.00207519531	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Khazhnimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1268	Kamkadamakhi	Камкадамахи		42.255826	47.308527	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1643.22509765625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kamkadamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1269	Khenklakar	Хенклакар		42.257833	47.306649	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1623.75329589844	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Khenklakar			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1270	Bergeinzi	Бергеинзи		42.260462	47.352616	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1350.51403808594	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Bergeinzi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1271	Ganderamakhi	Гандерамахи		42.261093	47.333465	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1464.74450683594	FALSE	Y.B. Koryakov, p.c.										Ganderamakhi					darg1241	#ff9900	#ff9900			no
1272	Shinkbalakada	Шинкбалакада		42.261375	47.300242	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1600.23425292969	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Mugi	Мугинский					Shinkbalakada					darg1241	#ff9900	#ff9900			no
1273	Gerkhmakhi	Герхмахи		42.2634	47.52765	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1686.34790039063	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский							Gerkhmakhi					darg1241	#ff9900	#ff9900			no
1274	Karsha	Карша		42.26605	47.34372	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1419.48022460938	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Karsha			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1275	Aynikabmakhi	Айникабмахи		42.26679	47.36264	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1481.97375488281	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Aynikabmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1276	Murguk	Мургук		42.2669	47.6947	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	881.473876953125	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Murguk	Мургукский					Murguk					darg1241	#ff9900	#ff9900			no
1277	Mugri	Мугри		42.26767	47.62872	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1161.45446777344	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Mugri	Мугринский					Mugri					darg1241	#ff9900	#ff9900			no
1278	Baykatmakhi	Байкатмахи		42.26871	47.29919	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1544.451171875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Baykatmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1279	Inzimakhi	Инзимахи		42.27238	47.35613	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.185546875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Inzimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1280	Dubrimakhi	Дубримахи		42.274418	47.285133	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1503.74438476563	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Dubrimakhi					darg1241	#ff9900	#ff9900			no
1281	Burgimakhi	Бургимахи		42.27489	47.28652	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1512.24951171875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Burgimakhi					darg1241	#ff9900	#ff9900			no
1282	Krasnopartizansk	Краснопартизанск		42.27499	48.01592	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	24.5834522247314	FALSE	Y.B. Koryakov, p.c.										Krasnopartizansk					darg1241	#ff9900	#ff9900			no
1283	Chinimakhi	Чинимахи		42.27565	47.37455	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1339.99279785156	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Chinimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1284	Akusha	Акуша		42.275664	47.340107	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1391.779296875	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Akusha					darg1241	#ff9900	#ff9900			no
1285	Tserkhimakhi	Церхимахи		42.276694	47.336755	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1391.78820800781	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tserkhimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1286	Chankalamakhi	Чанкаламахи		42.27788	47.365804	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1416.48681640625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Chankalamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1287	Semgamakhi	Семгамахи		42.28438	47.35484	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.71228027344	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Semgamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1288	Zil'mukmakhi	Зильмукмахи		42.28483	47.3958	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1409.150390625	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский							Zil'mukmakhi					darg1241	#ff9900	#ff9900			no
1289	Kertukmakhi	Кертукмахи		42.28799	47.34305	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1313.01879882813	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kertukmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1290	Urgubamakhi	Ургубамахи		42.28968	47.31783	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1328.82092285156	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Urgubamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1291	Burgimakmakhi	Бургимакмахи		42.2897	47.3769	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1333.25146484375	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Burgimakmakhi					darg1241	#ff9900	#ff9900			no
1292	Shumkhrimakhi	Шумхримахи		42.291042	47.268562	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1419.60729980469	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Shumkhrimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1293	Kakmakhi	Какмахи		42.29169	47.38541	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1357.43872070313	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kakmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1294	Yaraymakhi	Яраймахи		42.295511	47.359585	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1288.5419921875	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Yaraymakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1295	Aynurbimakhi	Айнурбимахи		42.29623	47.58462	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1204.91027832031	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Aynurbimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1296	Tsunimakhi	Цунимахи		42.29835	47.26194	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1373.09594726563	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tsunimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1297	Baltamakhi	Балтамахи		42.29843	47.72877	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	732.907775878906	FALSE	korjakov2006; Y.B. Koryakov, p.c.	33-36	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский					Baltamakhi					darg1241	#ff9900	#ff9900			no
1298	Mugi	Муги		42.2989	47.4225	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1518.06481933594	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Mugi	Мугинский					Mugi					darg1241	#ff9900	#ff9900			no
1299	Uznimakhi	Узнимахи		42.30003	47.3858	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1374.56896972656	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Uznimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1300	Novye Vikri	Новые Викри		42.30054	47.99382	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	27.3735675811768	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Muiri	Муиринский					Novye Vikri			Muirin	muir1238	darg1241	#ff9900	#ff9900			no
1301	Akhsakadamakhi	Ахсакадамахи		42.303416	47.381576	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1374.48095703125	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Akhsakadamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1302	Kurimakhi	Куримахи		42.304306	47.304694	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1253.79919433594	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kurimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1303	Burdeki	Бурдеки		42.3047	47.6703	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	747.930297851562	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский							Burdeki					darg1241	#ff9900	#ff9900			no
1304	Bakhmakhi	Бахмахи		42.30638	47.59269	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1170.33337402344	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Bakhmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1305	Burkhimakhi	Бурхимахи		42.3065	47.58607	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1176.21948242188	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Burkhimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1306	Urkhuchimakhi	Урхучимахи		42.310271	47.260222	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1249.84936523438	FALSE	gasanova1971; Y.B. Koryakov, p.c.	38-40	Northern Dargwa	Севернодаргинский	Akusha	Акушинский					Urkhuchimakhi					darg1241	#ff9900	#ff9900			no
1307	Verkhnie Mulebki	Верхние Мулебки		42.31043	47.51924	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1530.20556640625	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Upper Mulebki	Верхнемулебкинский					Verkhnie Mulebki					darg1241	#ff9900	#ff9900			no
1308	Kichi-Gamri	Кичи-Гамри		42.3125	47.7106	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	593.824096679688	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Kichigamri	Кичигамринский					Kichi-Gamri					darg1241	#ff9900	#ff9900			no
1309	Kulibukhna	Кулибухна		42.315839	47.18495	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1276.86303710938	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Kulibukhna					darg1241	#ff9900	#ff9900			no
1310	Mamaaul	Мамааул		42.31709	47.75237	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	510.834533691406	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Urakhi	Урахинский					Mamaaul					darg1241	#ff9900	#ff9900			no
1311	Tsurmakhi	Цурмахи		42.31845	47.57516	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1161.99145507813	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Tsurmakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1312	Arachanamakhi	Арачанамахи		42.31923	47.58202	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1124.91882324219	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Arachanamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1313	Kavkamakhi	Кавкамахи		42.322184	47.30588	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1676.33056640625	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Kavkamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1314	Verkhnie Kamkamakhi	Верхние Камкамахи		42.32265	47.23945	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1334.09692382813	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский	Tsudakhar	Цудахарский					Verkhnie Kamkamakhi			Cudaxar	cuda1238	darg1241	#ff9900	#ff9900			no
1315	Nizhnie Mulebki	Нижние Мулебки		42.3281	47.5689	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1258.66857910156	FALSE	abdullaev1954; Y.B. Koryakov, p.c.	6-9	Northern Dargwa	Севернодаргинский	Lower Mulebki	Нижнемулебкинский					Nizhnie Mulebki					darg1241	#ff9900	#ff9900			no
1316	Khantskarkamakhi	Ханцкаркамахи		42.330333	47.550694	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	1186.36901855469	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Khantskarkamakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
1317	Nizhnie Makhargimakhi	Нижние Махаргимахи		42.33047	47.63788	Legacy data		Dargwa	Dargwa	East Caucasian	Daghestan	NA	952.410339355469	FALSE	Y.B. Koryakov, p.c.		Northern Dargwa	Севернодаргинский							Nizhnie Makhargimakhi			North Dargwa	nort3280	darg1241	#ff9900	#ff9900			no
