id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
1	Khpyuk	Хпюк		41.66667	47.66667	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2186.0732421875	FALSE	shaumian1941; maisak2014	11-12; 377	Keren	Керенский							Huppuq'			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
2	Usug	Усуг		41.672481	47.594624	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1836.66333007813	FALSE	maisak2014	377	Keren	Керенский							Usug			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
3	Kvardal	Квардал		41.6803	47.56277	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1980.43359375	FALSE	maisak2014	377	Keren	Керенский							Kvardal			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
4	Ukuz	Укуз		41.696017	47.591355	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2031.93017578125	FALSE	maisak2014	377	Keren	Керенский							Ukuz			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
5	Khveredzh	Хвередж		41.70206	47.57218	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1972.65869140625	FALSE	maisak2014	377	Keren	Керенский							Khveredzh			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
6	Bedyuk	Бедюк		41.716044	47.525715	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2171.84130859375	FALSE	maisak2014	377	Keren	Керенский							Bedyuk			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
7	Goa	Гоа		41.753585	47.703213	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1540.94604492188	FALSE	maisak2014	377	Central Agul	Центральный							Goa			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
8	Richa	Рича		41.763646	47.502769	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2053.85205078125	FALSE	shaumian1941	11-12	Keren	Керенский							Richa			Keren	kere1281	aghu1253	#00cc66	#00cc66			no
9	Duldug	Дулдуг		41.76833	47.67438	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1560.97912597656	FALSE	maisak2014	377	Central Agul	Центральный							Duldug			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
10	Tpig	Тпиг		41.780423	47.589523	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1709.60607910156	FALSE	maisak2014; magometov1970	377; 194-233	Central Agul	Центральный							Tpig			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
11	Khutkhul	Хутхул		41.78517	47.61451	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1669.49426269531	FALSE	maisak2014	377	Central Agul	Центральный							Khutkhul			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
12	Fite	Фите		41.79161	47.73998	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2203.34912109375	FALSE	magometov1970	194-233	Fite	Фитинский							Fite					aghu1253	#00cc66	#00cc66			no
13	Yarkug	Яркуг		41.79814	47.68435	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1696.74658203125	FALSE	maisak2014	377	Central Agul	Центральный							Yarkug			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
14	Burkikhan	Буркихан		41.806356	47.538467	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1917.41918945313	FALSE	magometov1970	194-233	Burkikhan	Буркиханский							Burkikhan					aghu1253	#00cc66	#00cc66			no
15	Misi	Миси		41.80991	47.60329	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1813.03881835938	FALSE	maisak2014	377	Central Agul	Центральный							Misi			Agul	agul1244	aghu1253	#00cc66	#00cc66			no
16	Kurag	Кураг		41.836764	47.661351	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1823.28076171875	FALSE	magometov1970	194-233	Kurag	Курагский							Kurag					aghu1253	#00cc66	#00cc66			no
17	Khudig	Худиг		41.85373	47.65854	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1964.59118652344	FALSE	magometov1970	194-233	Koshan	Кошанский							Khudig			Koshan	kosh1245	aghu1253	#00cc66	#00cc66			no
18	Arsug	Арсуг		41.86408	47.65011	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	1990.76062011719	FALSE	magometov1970	194-233	Koshan	Кошанский							Arsug			Koshan	kosh1245	aghu1253	#00cc66	#00cc66			no
19	Burshag	Буршаг		41.89626	47.64102	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2223.83544921875	FALSE	magometov1970	194-233	Koshan	Кошанский							Burshag			Koshan	kosh1245	aghu1253	#00cc66	#00cc66			no
20	Tsirkhe	Цирхе		41.91513	47.59679	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	2062.8837890625	FALSE	magometov1970	194-233	Tsirkhe	Цирхекский							Tsirkhe					aghu1253	#00cc66	#00cc66			no
21	Gelinbatan	Гелинбатан		41.94722	48.16722	Legacy data		Agul	Lezgic	East Caucasian	Daghestan	NA	265.338439941406	FALSE	maisak2014	377	Fite	Фитинский							Gelinbatan					aghu1253	#00cc66	#00cc66			no
23	Ratlub	Ратлуб		42.359268	46.433433	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1581.42468261719	FALSE	creissels2012	128	Southern Akhvakh	Южноахвахский							Ratlub	Ratlub	ratl1234	Southern Akhvakh	sout3319	akhv1239	#9900ff	#9900ff			no
24	Tsekob	Цекоб		42.422785	46.450219	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1613.07263183594	FALSE	creissels2012	128	Southern Akhvakh	Южноахвахский							Tsekob	Cegob	cego1234	Southern Akhvakh	sout3319	akhv1239	#9900ff	#9900ff			no
25	Tlyanub	Тлянуб		42.43568	46.45745	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1645.93200683594	FALSE	creissels2012	128	Southern Akhvakh	Южноахвахский							Tlyanub	Tljanub	tlja1234	Southern Akhvakh	sout3319	akhv1239	#9900ff	#9900ff			no
26	Lologonitl'	Лологонитль		42.51398	46.33093	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1975.88134765625	FALSE	creissels2012	128	Northern Akhvakh	Северноахвахский							Lologonitl'			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
27	Izano	Изано		42.52735	46.40389	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1823.7587890625	FALSE	creissels2012	128	Northern Akhvakh	Северноахвахский							Izano			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
28	Kudiyabroso	Кудиябросо		42.541069	46.377932	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1566.51831054688	FALSE	creissels2012	128	Northern Akhvakh	Северноахвахский							Kudiyabroso			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
29	Tad-Magitl'	Тад-магитль		42.550266	46.348953	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1443.89916992188	FALSE	creissels2012	128	Northern Akhvakh	Северноахвахский							Tad-Magitl'			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
30	Tsvakilkolo	Цвакилколо		42.55213	46.35351	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1337.95275878906	FALSE			Northern Akhvakh	Северноахвахский							Tsvakilkolo			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
31	Kvankero	Кванкеро		42.55244	46.3404	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	1359.33947753906	FALSE			Northern Akhvakh	Северноахвахский							Kvankero			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
32	Kamyshkutan	Камышкутан		43.500222	46.621832	Legacy data		Akhvakh	Andic	East Caucasian	Daghestan	NA	8.03595638275147	TRUE	creissels2012	128	Northern Akhvakh	Северноахвахский							Kamyshkutan			Northern Akhvakh	nort3330	akhv1239	#9900ff	#9900ff			no
33	Kvankhidatl'	Кванхидатль		42.65789	46.271742	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	714.97412109375	FALSE	sulejmanov1957	7	Lower Andi	Нижнеандийский							Kvankhidatli	Kvanxidatl	kvan1238			andi1255	#003366	#9900ff			no
34	Muni	Муни		42.680242	46.308874	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	714.581481933594	FALSE	sulejmanov1957	7	Lower Andi	Нижнеандийский							Muni	Munin	muni1255			andi1255	#003366	#9900ff			no
35	Mekheturi	Мехетури		42.70556	46.2375	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1194.90844726563	FALSE											Mekheturi					andi1255	#003366	#9900ff			no
36	Shivor	Шивор		42.714662	46.256637	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1873.43334960938	FALSE											Shivor					andi1255	#003366	#9900ff			no
37	Rushukha	Рушуха		42.71509	46.28112	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1677.90393066406	FALSE											Rushukha					andi1255	#003366	#9900ff			no
38	Chanko	Чанко		42.717936	46.246417	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1603.61743164063	FALSE	cercvadze1965	312	Upper Andi	Верхнеандийский							Chanko					andi1255	#003366	#9900ff			no
39	Khando	Хандо		42.72694	46.23361	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1472.67944335938	FALSE											Khando					andi1255	#003366	#9900ff			no
40	Zilo	Зило		42.731394	46.319223	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1202.365234375	FALSE	sulejmanov1957	7	Upper Andi	Верхнеандийский							Zilo	Zilo	zilo1238			andi1255	#003366	#9900ff			no
41	Tsibilta	Цибилта		42.74322	46.24311	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1962.23852539062	FALSE											Tsibilta					andi1255	#003366	#9900ff			no
42	Ashali	Ашали		42.76963	46.30878	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1573.82092285156	FALSE	cercvadze1965	312	Upper Andi	Верхнеандийский							Ashali					andi1255	#003366	#9900ff			no
43	Rikvani	Риквани		42.782304	46.319372	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1874.55419921875	FALSE	sulejmanov1957	7	Upper Andi	Верхнеандийский							Rikvani	Rikvani	rikv1238			andi1255	#003366	#9900ff			no
44	Andi	Анди		42.7856	46.2639	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1585.87963867188	FALSE	cercvadze1965	312	Upper Andi	Верхнеандийский							Andi					andi1255	#003366	#9900ff			no
45	Gunkha	Гунха		42.78968	46.28275	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1586.26391601563	FALSE	cercvadze1965	312	Upper Andi	Верхнеандийский							Gunkha					andi1255	#003366	#9900ff			no
46	Gagatli	Гагатли		42.800361	46.292645	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	1713.54443359375	FALSE	sulejmanov1957	7	Upper Andi	Верхнеандийский							Gagatli	Gagatl	gaga1250			andi1255	#003366	#9900ff			no
47	Novogagatli	Новогагатли		43.4561	46.4819	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	20.6917171478271	TRUE											Novogagatli					andi1255	#003366	#9900ff			no
48	Aytkhan	Айтхан		43.69773	46.82498	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	-8.53425312042236	TRUE											Aytkhan					andi1255	#003366	#9900ff			no
49	Dzhugut	Джугут		43.70835	46.86498	Legacy data		Andi	Andic	East Caucasian	Daghestan	NA	-9.99247932434082	TRUE											Dzhugut					andi1255	#003366	#9900ff			no
50	Kubatl'	Кубатль		42.03659	46.85973	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2160.43139648437	FALSE											Kubatl'					arch1244	#99cc00	#00cc66			no
51	Alchunib	Алчуниб		42.05196	46.86943	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2089.67138671875	FALSE											Alchunib					arch1244	#99cc00	#00cc66			no
52	Khilikh	Хилих		42.05838	46.88751	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2284.55786132813	FALSE											Khilikh					arch1244	#99cc00	#00cc66			no
53	Keserib	Кесериб		42.0647	46.888	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2487.88452148437	FALSE											Keserib					arch1244	#99cc00	#00cc66			no
54	Archib	Арчиб		42.0664	46.8678	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2009.66833496094	FALSE											Archib					arch1244	#99cc00	#00cc66			no
55	Kalib	Калиб		42.07054	46.86002	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	2117.40405273438	FALSE											Kalib					arch1244	#99cc00	#00cc66			no
56	Khitab	Хитаб		42.07538	46.867234	Legacy data		Archi	Lezgic	East Caucasian	Daghestan	NA	1982.42175292969	FALSE											Khitab					arch1244	#99cc00	#00cc66			no
57	Karabagly	Карабаглы		44.0089	46.5964	Legacy data		Armenian	Armenic	Indo-European	Daghestan	NA	-12.4388303756714	TRUE			Modern Eastern Armenian	Восточноармянский							Karabagly					nucl1235	#dbcfeb	#fff5ee		Historically Tat-speaking	no
103	Kusur	Кусур		41.781293	46.949207	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2084.48657226563	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Kusur	Кусурский					Kusur					avar1256	#009999	#009999			no
105	Kamilukh	Камилух		41.90911	46.63101	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2004.74877929687	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Kamilukh			Ancux	ancu1238	avar1256	#009999	#009999			no
106	Genekolob	Генеколоб		41.916992	46.600199	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2052.53295898437	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Genekolob			Ancux	ancu1238	avar1256	#009999	#009999			no
107	Gerel'	Герель		41.94451	46.551888	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1931.5654296875	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Gerel'			Ancux	ancu1238	avar1256	#009999	#009999			no
108	Betel'da	Бетельда		41.95077	46.54164	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1975.10412597656	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Betel'da			Ancux	ancu1238	avar1256	#009999	#009999			no
109	Gortnob	Гортноб		41.962665	46.525604	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1970.58435058594	FALSE											Gortnob					avar1256	#009999	#009999			no
110	Ul'geb	Ульгеб		41.964253	46.523688	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2043.16650390625	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Ul'geb			Ancux	ancu1238	avar1256	#009999	#009999			no
111	Salda	Салда		41.97497	46.50848	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1906.43286132813	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Salda			Ancux	ancu1238	avar1256	#009999	#009999			no
112	Choroda	Чорода		41.98096	46.49696	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1928.16076660156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tomur	Томуринский			Choroda			Ancux	ancu1238	avar1256	#009999	#009999			no
113	Gagar	Гагар		41.999252	46.592744	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2145.80590820312	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский	Tlyanal	Тлянальский	Gagar			Ancux	ancu1238	avar1256	#009999	#009999			no
114	Tsimguda	Цимгуда		42.01269	46.5665	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2191.39086914062	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский	Tlyanal	Тлянальский	Tsimguda			Ancux	ancu1238	avar1256	#009999	#009999			no
115	Tokhota	Тохота		42.0178	46.4639	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1841.228515625	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский	Tlebel	Тлебельский	Tokhota			Ancux	ancu1238	avar1256	#009999	#009999			no
116	Tlyanada	Тлянада		42.02864	46.51038	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2059.4892578125	FALSE											Tlyanada					avar1256	#009999	#009999			no
117	Saniorta	Саниорта		42.03195	46.44246	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2015.05883789063	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский	Tlebel	Тлебельский	Saniorta			Ancux	ancu1238	avar1256	#009999	#009999			no
118	Nitilsukh	Нитилсух		42.04732	46.42938	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1975.22106933594	FALSE											Nitilsukh					avar1256	#009999	#009999			no
119	Talsukh	Талсух		42.04741	46.40589	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1846.36840820313	FALSE											Talsukh					avar1256	#009999	#009999			no
120	Garakolob	Гараколоб		42.048887	46.455015	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2067.20190429687	FALSE											Garakolob					avar1256	#009999	#009999			no
121	Ritlyab	Ритляб		42.05087	46.71917	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2259.6943359375	FALSE											Ritlyab					avar1256	#009999	#009999			no
122	Rosnob	Росноб		42.055	46.41194	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1732.82592773438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский	Tlebel	Тлебельский	Rosnob			Ancux	ancu1238	avar1256	#009999	#009999			no
123	Tsumilukh	Цумилух		42.05974	46.41242	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2022.12145996094	FALSE											Tsumilukh					avar1256	#009999	#009999			no
124	Nikar	Никар		42.0737	46.406903	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1785.98681640625	FALSE											Nikar					avar1256	#009999	#009999			no
125	Barnab	Барнаб		42.07964	46.37894	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1709.30212402344	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Barnab			Ancux	ancu1238	avar1256	#009999	#009999			no
126	Sikar	Сикар		42.07966	46.41127	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2072.82348632812	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский			Sikar			Ancux	ancu1238	avar1256	#009999	#009999			no
127	Khamar	Хамар		42.095868	46.383695	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2037.03881835937	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Khamar			Ancux	ancu1238	avar1256	#009999	#009999			no
128	Kutlab	Кутлаб		42.09663	46.32982	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1740.69677734375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Kutlab			Ancux	ancu1238	avar1256	#009999	#009999			no
129	Goab	Гоаб		42.097185	46.738407	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2287.03784179687	FALSE											Goab					avar1256	#009999	#009999			no
130	Nadar	Надар		42.09736	46.36025	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1574.46862792969	FALSE											Nadar					avar1256	#009999	#009999			no
131	Khadiyal	Хадиял		42.0989	46.4653	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1805.21240234375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Khadiyal			Ancux	ancu1238	avar1256	#009999	#009999			no
132	Chitab	Читаб		42.10412	46.86914	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1987.51989746094	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Chitab			Karax	kara1473	avar1256	#009999	#009999			no
133	Tilutl'	Тилутль		42.109079	46.350054	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1439.79052734375	FALSE											Tilutl'					avar1256	#009999	#009999			no
134	Tadiyal	Тадиял		42.11099	46.4823	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2332.18212890625	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский			Tadiyal			Ancux	ancu1238	avar1256	#009999	#009999			no
135	Kardib	Кардиб		42.111443	46.514655	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2094.64208984375	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский			Kardib			Ancux	ancu1238	avar1256	#009999	#009999			no
136	Tokh-Orda	Тох-Орда		42.11174	46.35982	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1497.35192871094	FALSE											Tokh-Orda					avar1256	#009999	#009999			no
137	Gindib	Гиндиб		42.11296	46.50397	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2013.51049804687	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Antsukh	Анцухский	Bukhnada	Бухнадинский			Gindib			Ancux	ancu1238	avar1256	#009999	#009999			no
138	Gilib	Гилиб		42.1169	46.7761	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1775.21081542969	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Gilib			Karax	kara1473	avar1256	#009999	#009999			no
139	Ukal	Укал		42.12163	46.34771	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1427.55297851562	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Ukal			Ancux	ancu1238	avar1256	#009999	#009999			no
140	Karanub	Карануб		42.12262	46.81777	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1978.08190917969	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Karanub			Karax	kara1473	avar1256	#009999	#009999			no
141	Doronub	Доронуб		42.124689	46.809427	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1876.57202148438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Doronub			Karax	kara1473	avar1256	#009999	#009999			no
142	Chanab	Чанаб		42.125345	46.90434	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2298.3974609375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Chanab			Karax	kara1473	avar1256	#009999	#009999			no
143	Kutikh	Кутих		42.12587	46.78902	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1737.69897460938	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский					Kutikh			Karax	kara1473	avar1256	#009999	#009999			no
144	Dusrakh	Дусрах		42.1275	46.8792	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1872.45385742188	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Dusrakh			Karax	kara1473	avar1256	#009999	#009999			no
145	Chvadab	Чвадаб		42.13028	46.87639	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1856.01721191406	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Chvadab			Karax	kara1473	avar1256	#009999	#009999			no
146	Kosroda	Косрода		42.13141	46.85829	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2096.43188476563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Kosroda			Karax	kara1473	avar1256	#009999	#009999			no
147	Gendukh	Гендух		42.13476	46.403084	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1751.52648925781	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Gendukh			Ancux	ancu1238	avar1256	#009999	#009999			no
148	Gvedysh	Гведыш		42.13591	46.41437	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1853.4951171875	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский			Gvedysh			Ancux	ancu1238	avar1256	#009999	#009999			no
149	Tlyarobazutl'	Тляробазутль		42.14039	46.77575	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1942.02014160156	FALSE											Tlyarobazutl'					avar1256	#009999	#009999			no
150	Nukush	Нукуш		42.1492	46.80579	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1697.74047851563	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Nukush			Karax	kara1473	avar1256	#009999	#009999			no
151	Tsemer	Цемер		42.15195	46.75296	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	2093.41723632813	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Tsemer			Karax	kara1473	avar1256	#009999	#009999			no
152	Mogrob	Могроб		42.15672	46.86521	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1958.77600097656	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Mogrob			Karax	kara1473	avar1256	#009999	#009999			no
153	Irib	Ириб		42.1606	46.8169	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1646.95629882813	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Irib			Karax	kara1473	avar1256	#009999	#009999			no
154	Childa	Чилда		42.16328	46.34734	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1513.40502929688	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский			Childa			Karax	kara1473	avar1256	#009999	#009999			no
155	Anada	Анада		42.17306	46.36917	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1882.53393554688	FALSE											Anada					avar1256	#009999	#009999			no
156	Baginub	Багинуб		42.1743	46.88159	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1917.81408691406	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский			Baginub			Karax	kara1473	avar1256	#009999	#009999			no
157	Khinub	Хинуб		42.17454	46.82406	Legacy data		Avar	Avar	East Caucasian	Daghestan	NA	1703.35925292969	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский			Khinub			Karax	kara1473	avar1256	#009999	#009999			no
